Date,UserID,RecipeID,Event
2021-01-10 13:40:27,1631,2048,view_recipe
2021-01-10 13:40:30,623,4378,view_recipe
2021-01-10 13:42:08,623,4378,short_description
2021-01-10 13:42:32,1631,2048,short_description
2021-01-10 13:42:58,1631,2048,steps
2021-01-10 13:44:26,623,4378,steps
2021-01-10 13:46:31,1253,3448,view_recipe
2021-01-10 13:46:47,1253,3448,short_description
2021-01-10 13:47:19,160,878,view_recipe
2021-01-10 13:47:27,235,2359,view_recipe
2021-01-10 13:47:37,1545,2673,view_recipe
2021-01-10 13:48:39,1545,2673,short_description
2021-01-10 13:48:44,1253,3448,long_description
2021-01-10 13:49:50,160,878,short_description
2021-01-10 13:50:20,235,2359,short_description
2021-01-10 13:50:32,1253,3448,steps
2021-01-10 13:50:57,160,878,steps
2021-01-10 13:51:02,1253,3448,view_comments
2021-01-10 13:51:07,1545,2673,steps
2021-01-10 13:51:57,1545,2673,view_comments
2021-01-10 13:52:33,235,2359,long_description
2021-01-10 13:53:26,1364,4107,view_recipe
2021-01-10 13:53:33,1364,4107,short_description
2021-01-10 13:54:08,235,2359,steps
2021-01-10 13:54:44,1364,4107,steps
2021-01-10 13:55:57,235,2359,view_comments
2021-01-10 13:56:17,1364,4107,view_comments
2021-01-10 14:03:26,412,2001,view_recipe
2021-01-10 14:04:50,412,2001,short_description
2021-01-10 14:05:07,1333,1558,view_recipe
2021-01-10 14:06:00,412,2001,steps
2021-01-10 14:06:27,1333,1558,short_description
2021-01-10 14:08:11,1333,1558,steps
2021-01-10 14:09:17,523,1733,view_recipe
2021-01-10 14:10:19,523,1733,short_description
2021-01-10 14:12:05,523,1733,long_description
2021-01-10 14:13:46,523,1733,steps
2021-01-10 14:13:49,1039,4185,view_recipe
2021-01-10 14:16:23,136,4887,view_recipe
2021-01-10 14:16:40,1039,4185,short_description
2021-01-10 14:17:21,1592,3330,view_recipe
2021-01-10 14:17:39,1039,4185,long_description
2021-01-10 14:17:57,1592,3330,short_description
2021-01-10 14:18:25,1039,4185,steps
2021-01-10 14:18:47,136,4887,short_description
2021-01-10 14:19:20,1592,3330,long_description
2021-01-10 14:19:40,1592,3330,steps
2021-01-10 14:19:41,136,4887,steps
2021-01-10 14:21:23,1592,3330,view_comments
2021-01-10 14:32:56,1653,983,view_recipe
2021-01-10 14:33:11,804,2573,view_recipe
2021-01-10 14:33:48,1653,983,short_description
2021-01-10 14:34:45,804,2573,steps
2021-01-10 14:35:18,579,2007,view_recipe
2021-01-10 14:35:48,1653,983,long_description
2021-01-10 14:35:52,579,2007,short_description
2021-01-10 14:36:45,1653,983,steps
2021-01-10 14:38:26,579,2007,long_description
2021-01-10 14:38:39,579,2007,steps
2021-01-10 14:39:49,579,2007,view_comments
2021-01-10 14:43:47,999,3116,view_recipe
2021-01-10 14:43:54,999,3116,short_description
2021-01-10 14:45:05,280,4663,view_recipe
2021-01-10 14:46:27,999,3116,steps
2021-01-10 14:47:51,280,4663,short_description
2021-01-10 14:48:23,280,4663,steps
2021-01-10 14:58:04,1231,3746,view_recipe
2021-01-10 14:58:30,1604,660,view_recipe
2021-01-10 14:59:59,1604,660,short_description
2021-01-10 15:00:14,1231,3746,short_description
2021-01-10 15:00:28,1604,660,steps
2021-01-10 15:02:32,1231,3746,long_description
2021-01-10 15:02:59,1231,3746,steps
2021-01-10 15:06:32,1688,608,view_recipe
2021-01-10 15:07:49,1249,2875,view_recipe
2021-01-10 15:09:13,1688,608,short_description
2021-01-10 15:09:42,1688,608,steps
2021-01-10 15:10:32,1249,2875,short_description
2021-01-10 15:12:35,1359,3377,view_recipe
2021-01-10 15:12:53,1249,2875,steps
2021-01-10 15:13:49,1359,3377,short_description
2021-01-10 15:14:42,1359,3377,long_description
2021-01-10 15:16:06,1359,3377,steps
2021-01-10 15:25:07,266,3112,view_recipe
2021-01-10 15:25:34,1055,1173,view_recipe
2021-01-10 15:26:44,774,3149,view_recipe
2021-01-10 15:27:18,266,3112,short_description
2021-01-10 15:28:03,1055,1173,short_description
2021-01-10 15:29:02,774,3149,short_description
2021-01-10 15:29:05,1055,1173,steps
2021-01-10 15:29:08,266,3112,steps
2021-01-10 15:29:26,1055,1173,view_comments
2021-01-10 15:31:52,774,3149,steps
2021-01-10 15:34:07,1051,2860,view_recipe
2021-01-10 15:34:27,1051,2860,short_description
2021-01-10 15:35:59,1051,2860,steps
2021-01-10 15:40:31,1708,4244,view_recipe
2021-01-10 15:41:58,1708,4244,short_description
2021-01-10 15:43:19,1708,4244,long_description
2021-01-10 15:44:39,757,2218,view_recipe
2021-01-10 15:44:43,1708,4244,steps
2021-01-10 15:46:12,1708,4244,view_comments
2021-01-10 15:47:19,757,2218,short_description
2021-01-10 15:50:15,757,2218,steps
2021-01-10 15:54:22,562,1785,view_recipe
2021-01-10 15:55:23,562,1785,short_description
2021-01-10 15:56:01,562,1785,steps
2021-01-10 16:03:33,1229,4577,view_recipe
2021-01-10 16:04:06,1229,4577,short_description
2021-01-10 16:05:27,756,1265,view_recipe
2021-01-10 16:05:53,1633,2843,view_recipe
2021-01-10 16:06:08,1229,4577,long_description
2021-01-10 16:06:34,960,1072,view_recipe
2021-01-10 16:06:59,1229,4577,steps
2021-01-10 16:08:08,756,1265,short_description
2021-01-10 16:08:22,960,1072,short_description
2021-01-10 16:08:39,1633,2843,short_description
2021-01-10 16:09:49,960,1072,steps
2021-01-10 16:09:56,1229,4577,view_comments
2021-01-10 16:10:18,1633,2843,steps
2021-01-10 16:10:24,756,1265,steps
2021-01-10 16:11:05,118,2728,view_recipe
2021-01-10 16:11:22,118,2728,short_description
2021-01-10 16:11:50,1979,4245,view_recipe
2021-01-10 16:13:24,1685,1490,view_recipe
2021-01-10 16:13:41,1685,1490,short_description
2021-01-10 16:13:51,1979,4245,short_description
2021-01-10 16:13:55,118,2728,long_description
2021-01-10 16:15:25,118,2728,steps
2021-01-10 16:15:35,1979,4245,steps
2021-01-10 16:15:44,118,2728,view_comments
2021-01-10 16:16:01,1685,1490,steps
2021-01-10 16:16:38,537,4685,view_recipe
2021-01-10 16:18:45,537,4685,short_description
2021-01-10 16:18:57,454,63,view_recipe
2021-01-10 16:20:27,537,4685,steps
2021-01-10 16:20:48,454,63,short_description
2021-01-10 16:22:14,454,63,long_description
2021-01-10 16:22:34,1600,2714,view_recipe
2021-01-10 16:23:35,454,63,steps
2021-01-10 16:24:24,1600,2714,short_description
2021-01-10 16:26:17,1600,2714,steps
2021-01-10 16:32:04,1628,4907,view_recipe
2021-01-10 16:32:17,1146,650,view_recipe
2021-01-10 16:33:54,1146,650,short_description
2021-01-10 16:34:42,420,3351,view_recipe
2021-01-10 16:34:44,1628,4907,short_description
2021-01-10 16:34:50,1628,4907,steps
2021-01-10 16:34:59,81,3460,view_recipe
2021-01-10 16:35:12,1146,650,steps
2021-01-10 16:35:45,81,3460,short_description
2021-01-10 16:35:51,29,469,view_recipe
2021-01-10 16:36:19,420,3351,short_description
2021-01-10 16:36:47,420,3351,steps
2021-01-10 16:36:50,81,3460,long_description
2021-01-10 16:37:22,81,3460,steps
2021-01-10 16:37:38,1628,4907,view_comments
2021-01-10 16:38:07,29,469,short_description
2021-01-10 16:38:51,29,469,long_description
2021-01-10 16:38:51,81,3460,view_comments
2021-01-10 16:40:50,29,469,steps
2021-01-10 16:46:42,1689,4121,view_recipe
2021-01-10 16:48:12,1689,4121,short_description
2021-01-10 16:48:50,1689,4121,long_description
2021-01-10 16:51:20,1689,4121,steps
2021-01-10 16:53:29,1689,4121,view_comments
2021-01-10 16:57:52,426,122,view_recipe
2021-01-10 17:00:11,426,122,short_description
2021-01-10 17:00:48,426,122,long_description
2021-01-10 17:01:11,426,122,steps
2021-01-10 17:01:34,1714,3906,view_recipe
2021-01-10 17:02:00,426,122,view_comments
2021-01-10 17:03:37,1714,3906,short_description
2021-01-10 17:04:24,1714,3906,steps
2021-01-10 17:05:11,13,3237,view_recipe
2021-01-10 17:05:55,12,3271,view_recipe
2021-01-10 17:06:53,13,3237,short_description
2021-01-10 17:07:39,12,3271,short_description
2021-01-10 17:08:30,1876,1810,view_recipe
2021-01-10 17:08:45,12,3271,long_description
2021-01-10 17:09:06,13,3237,steps
2021-01-10 17:09:48,13,3237,view_comments
2021-01-10 17:09:54,1237,4622,view_recipe
2021-01-10 17:10:11,1237,4622,short_description
2021-01-10 17:10:50,12,3271,steps
2021-01-10 17:11:01,12,3271,view_comments
2021-01-10 17:11:19,1876,1810,short_description
2021-01-10 17:11:27,1876,1810,long_description
2021-01-10 17:12:17,1876,1810,steps
2021-01-10 17:12:29,1237,4622,long_description
2021-01-10 17:13:19,475,2192,view_recipe
2021-01-10 17:13:49,475,2192,short_description
2021-01-10 17:14:29,1237,4622,steps
2021-01-10 17:15:56,475,2192,long_description
2021-01-10 17:16:33,1237,4622,view_comments
2021-01-10 17:17:13,269,630,view_recipe
2021-01-10 17:18:24,475,2192,steps
2021-01-10 17:18:29,316,3895,view_recipe
2021-01-10 17:18:30,269,630,short_description
2021-01-10 17:18:36,269,630,long_description
2021-01-10 17:19:48,269,630,steps
2021-01-10 17:20:08,507,435,view_recipe
2021-01-10 17:20:29,316,3895,short_description
2021-01-10 17:21:46,507,435,short_description
2021-01-10 17:21:50,316,3895,long_description
2021-01-10 17:22:05,507,435,steps
2021-01-10 17:22:38,316,3895,steps
2021-01-10 17:25:16,316,3895,view_comments
2021-01-10 17:29:21,1812,4178,view_recipe
2021-01-10 17:31:20,1812,4178,short_description
2021-01-10 17:32:25,1812,4178,long_description
2021-01-10 17:34:59,1391,486,view_recipe
2021-01-10 17:35:09,1812,4178,steps
2021-01-10 17:35:25,1844,1859,view_recipe
2021-01-10 17:36:10,1391,486,short_description
2021-01-10 17:37:35,1391,486,steps
2021-01-10 17:38:03,1844,1859,short_description
2021-01-10 17:38:46,1844,1859,long_description
2021-01-10 17:39:59,1844,1859,steps
2021-01-10 17:39:59,1391,486,view_comments
2021-01-10 17:41:14,1844,1859,view_comments
2021-01-10 17:42:10,168,1845,view_recipe
2021-01-10 17:42:46,168,1845,short_description
2021-01-10 17:44:01,814,4019,view_recipe
2021-01-10 17:45:09,814,4019,short_description
2021-01-10 17:45:09,168,1845,steps
2021-01-10 17:48:02,814,4019,long_description
2021-01-10 17:48:37,814,4019,steps
2021-01-10 17:50:14,814,4019,view_comments
2021-01-10 17:52:02,1594,2455,view_recipe
2021-01-10 17:52:30,1594,2455,short_description
2021-01-10 17:54:54,1594,2455,long_description
2021-01-10 17:55:47,1594,2455,steps
2021-01-10 17:56:25,1594,2455,view_comments
2021-01-10 18:05:55,845,2775,view_recipe
2021-01-10 18:07:17,845,2775,short_description
2021-01-10 18:09:45,845,2775,steps
2021-01-10 18:12:18,607,2080,view_recipe
2021-01-10 18:13:29,607,2080,short_description
2021-01-10 18:16:28,607,2080,steps
2021-01-10 18:28:53,1623,3237,view_recipe
2021-01-10 18:29:10,315,3131,view_recipe
2021-01-10 18:29:20,315,3131,short_description
2021-01-10 18:29:24,1623,3237,short_description
2021-01-10 18:30:01,315,3131,long_description
2021-01-10 18:31:22,315,3131,steps
2021-01-10 18:32:18,1623,3237,steps
2021-01-10 18:37:11,1434,4919,view_recipe
2021-01-10 18:37:34,1434,4919,short_description
2021-01-10 18:38:17,288,490,view_recipe
2021-01-10 18:38:29,288,490,short_description
2021-01-10 18:39:30,288,490,long_description
2021-01-10 18:40:08,288,490,steps
2021-01-10 18:40:27,1434,4919,long_description
2021-01-10 18:41:02,1434,4919,steps
2021-01-10 18:42:32,1056,523,view_recipe
2021-01-10 18:44:31,1056,523,short_description
2021-01-10 18:46:31,1056,523,long_description
2021-01-10 18:48:30,1056,523,steps
2021-01-10 18:52:04,1919,1702,view_recipe
2021-01-10 18:52:51,1919,1702,short_description
2021-01-10 18:54:54,594,4713,view_recipe
2021-01-10 18:55:22,1919,1702,steps
2021-01-10 18:55:49,1919,1702,view_comments
2021-01-10 18:55:58,594,4713,short_description
2021-01-10 18:56:19,1411,971,view_recipe
2021-01-10 18:56:33,1411,971,short_description
2021-01-10 18:57:35,1465,2610,view_recipe
2021-01-10 18:57:38,594,4713,long_description
2021-01-10 18:58:21,1465,2610,short_description
2021-01-10 18:58:24,1411,971,long_description
2021-01-10 18:58:48,594,4713,steps
2021-01-10 18:58:59,1411,971,steps
2021-01-10 19:00:50,1465,2610,long_description
2021-01-10 19:01:07,594,4713,view_comments
2021-01-10 19:02:04,1465,2610,steps
2021-01-10 19:02:16,1212,4157,view_recipe
2021-01-10 19:03:31,1212,4157,short_description
2021-01-10 19:06:15,1212,4157,steps
2021-01-10 19:08:53,1212,4157,view_comments
2021-01-10 19:09:23,887,1815,view_recipe
2021-01-10 19:10:42,887,1815,short_description
2021-01-10 19:12:00,486,2621,view_recipe
2021-01-10 19:13:15,887,1815,steps
2021-01-10 19:14:43,486,2621,short_description
2021-01-10 19:15:07,486,2621,long_description
2021-01-10 19:15:13,1169,4181,view_recipe
2021-01-10 19:15:20,201,2468,view_recipe
2021-01-10 19:15:41,201,2468,short_description
2021-01-10 19:15:41,887,1815,view_comments
2021-01-10 19:17:19,486,2621,steps
2021-01-10 19:17:28,1169,4181,short_description
2021-01-10 19:18:33,201,2468,long_description
2021-01-10 19:19:57,1169,4181,long_description
2021-01-10 19:19:58,486,2621,view_comments
2021-01-10 19:21:15,1169,4181,steps
2021-01-10 19:21:28,201,2468,steps
2021-01-10 19:24:23,899,2530,view_recipe
2021-01-10 19:26:36,899,2530,short_description
2021-01-10 19:28:16,1267,2962,view_recipe
2021-01-10 19:28:31,899,2530,steps
2021-01-10 19:29:14,899,2530,view_comments
2021-01-10 19:29:45,1267,2962,short_description
2021-01-10 19:30:54,1267,2962,steps
2021-01-10 19:31:04,1267,2962,view_comments
2021-01-10 19:34:41,1296,1736,view_recipe
2021-01-10 19:35:11,1296,1736,short_description
2021-01-10 19:36:30,1296,1736,long_description
2021-01-10 19:38:17,1550,4869,view_recipe
2021-01-10 19:39:00,1296,1736,steps
2021-01-10 19:39:54,1550,4869,short_description
2021-01-10 19:40:08,1550,4869,long_description
2021-01-10 19:42:15,86,1574,view_recipe
2021-01-10 19:42:58,1550,4869,steps
2021-01-10 19:43:33,86,1574,short_description
2021-01-10 19:43:45,86,1574,steps
2021-01-10 19:45:13,1219,4637,view_recipe
2021-01-10 19:45:55,1219,4637,short_description
2021-01-10 19:46:45,1219,4637,steps
2021-01-10 19:57:02,172,4578,view_recipe
2021-01-10 19:59:19,172,4578,short_description
2021-01-10 20:00:33,1803,3801,view_recipe
2021-01-10 20:01:16,172,4578,steps
2021-01-10 20:02:15,1803,3801,short_description
2021-01-10 20:02:48,1803,3801,steps
2021-01-10 20:05:17,1009,1501,view_recipe
2021-01-10 20:06:07,1009,1501,short_description
2021-01-10 20:08:07,1543,3061,view_recipe
2021-01-10 20:08:33,1543,3061,short_description
2021-01-10 20:08:52,1009,1501,steps
2021-01-10 20:09:47,1009,1501,view_comments
2021-01-10 20:11:11,1543,3061,steps
2021-01-10 20:12:44,1543,3061,view_comments
2021-01-10 20:14:24,1391,1961,view_recipe
2021-01-10 20:15:34,1391,1961,short_description
2021-01-10 20:17:16,1391,1961,long_description
2021-01-10 20:19:11,1391,1961,steps
2021-01-10 20:21:14,1935,723,view_recipe
2021-01-10 20:23:29,1935,723,short_description
2021-01-10 20:23:56,1935,723,steps
2021-01-10 20:24:09,1831,1742,view_recipe
2021-01-10 20:24:16,1969,3697,view_recipe
2021-01-10 20:25:10,1935,723,view_comments
2021-01-10 20:25:29,1831,1742,short_description
2021-01-10 20:25:31,184,1053,view_recipe
2021-01-10 20:25:49,184,1053,short_description
2021-01-10 20:26:21,134,580,view_recipe
2021-01-10 20:26:46,1969,3697,short_description
2021-01-10 20:26:53,1831,1742,steps
2021-01-10 20:27:23,184,1053,long_description
2021-01-10 20:28:22,1969,3697,long_description
2021-01-10 20:29:03,134,580,steps
2021-01-10 20:29:23,184,1053,steps
2021-01-10 20:30:27,1490,2680,view_recipe
2021-01-10 20:31:22,1969,3697,steps
2021-01-10 20:32:03,184,1053,view_comments
2021-01-10 20:32:25,1490,2680,short_description
2021-01-10 20:33:57,1490,2680,steps
2021-01-10 20:37:15,1299,471,view_recipe
2021-01-10 20:38:07,1299,471,short_description
2021-01-10 20:38:59,15,2910,view_recipe
2021-01-10 20:39:17,15,2910,short_description
2021-01-10 20:39:28,1299,471,steps
2021-01-10 20:39:57,15,2910,long_description
2021-01-10 20:41:20,1299,471,view_comments
2021-01-10 20:42:25,15,2910,steps
2021-01-10 20:42:59,1807,4682,view_recipe
2021-01-10 20:44:56,1807,4682,short_description
2021-01-10 20:46:38,1738,2467,view_recipe
2021-01-10 20:46:39,1807,4682,steps
2021-01-10 20:48:36,1738,2467,short_description
2021-01-10 20:49:07,1807,4682,view_comments
2021-01-10 20:49:57,1738,2467,steps
2021-01-10 20:52:21,158,1285,view_recipe
2021-01-10 20:54:03,158,1285,short_description
2021-01-10 20:54:18,158,1285,steps
2021-01-10 20:54:56,158,1285,view_comments
2021-01-10 21:00:28,1928,1229,view_recipe
2021-01-10 21:03:11,1928,1229,short_description
2021-01-10 21:05:27,1928,1229,long_description
2021-01-10 21:06:59,1928,1229,steps
2021-01-10 21:07:04,1211,105,view_recipe
2021-01-10 21:07:07,1141,1520,view_recipe
2021-01-10 21:07:52,1211,105,short_description
2021-01-10 21:08:32,1141,1520,short_description
2021-01-10 21:08:56,1141,1520,long_description
2021-01-10 21:08:58,1092,2001,view_recipe
2021-01-10 21:09:53,1092,2001,short_description
2021-01-10 21:10:28,1141,1520,steps
2021-01-10 21:10:52,1211,105,steps
2021-01-10 21:11:33,1092,2001,long_description
2021-01-10 21:12:15,1092,2001,steps
2021-01-10 21:20:12,1417,3507,view_recipe
2021-01-10 21:21:37,1417,3507,short_description
2021-01-10 21:24:34,1417,3507,long_description
2021-01-10 21:25:25,1330,3609,view_recipe
2021-01-10 21:25:40,1417,3507,steps
2021-01-10 21:26:48,1330,3609,short_description
2021-01-10 21:27:56,1330,3609,steps
2021-01-10 21:33:14,1334,4824,view_recipe
2021-01-10 21:35:27,1334,4824,short_description
2021-01-10 21:37:45,1334,4824,long_description
2021-01-10 21:40:36,1334,4824,steps
2021-01-10 21:41:04,1334,4824,view_comments
2021-01-10 21:41:24,411,209,view_recipe
2021-01-10 21:43:37,411,209,short_description
