博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
蓬溪大厦,1536292852,04月15日 22:42,微博问答,,,,,@褚明宇,-,我围观了@褚明宇 的回答，该问题价值2198.00元，围观仅1元，快来一起围观~ O微博问答 ​
咕啾咕啾汪汪汪,5240849460,04月15日 22:42,iPhone客户端,,,,2,,-,看了沈逸老师的核废水入海视频，血压已经爆表。 ​
陕西救援091老Z,2195237037,04月14日 15:44,Nokia8810 Android,,,,,,-,要尽量给朋友们讲清楚：核电站排放的是不与反应堆直接接触的——核废水日本人排放的是混合了反应堆核物质的——核污水 ​
八卦小姐xcn,1832809260,04月15日 22:42,iPhone客户端,,,,1,,-,这位三劈叔叔到底回馈社会啥了？讲了n个环保议题立人设敢不敢发表一句日本核废水事情的想法？虚伪虚荣双标 ​
软萌s小甜豆,6343062927,04月15日 22:42,iPhone 8 Plus,,,,1,,#赵立坚请日本政客用核废水做饭洗衣#,附议，让他们自己先用起来再说 ​
Joy一color丶s,6168467752,04月15日 22:07,iPhone客户端,,,,,,-,日本首相菅义伟启程前往美国，看看这次拜登会给他灌多少迷魂汤 ​
新华播报肖华,1658951274,04月15日 22:42,日出东方Android,,,,1,,-,【日方决定福岛核废水排海，外交部召见日驻华大使提出严正交涉】2021年4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。外交部网站O日方决定福岛核废水排海，外交部召见日驻华大使提出严正交涉 http://mapi/005vnhZYgy1gpkrhyp8q6j60gy09qwht02 收起全文d
想想看走走瞧,1589041013,04月15日 22:42,百度极速版,,,,,,-,《最新！韩国出手了》13日，日本政府正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海。O最新！韩国出手了 ​
一点资讯,3515267842,04月15日 22:42,微博 weibo.com,,,,4,,-,【外交部就核废水排放召见日本驻华大使】外交部部长助理吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。O外交部部长助理召见日本驻华大使 就核废水排放提出严正交涉 ​
法国杯德国盃国王杯英足总盃,6539615562,04月15日 22:42,微博 weibo.com,,,,,,#兮君不知#   千灵走到施工的地方，栅栏今天就能完工了，工人的速度确实给力：“师傅们辛苦了，一会来屋里喝茶， #日本核废水入海对中国有何影响#,忙啊。”说完又给马儿多添了一把草料，“多吃点，下午再来喂你。”    ​
星娱大放送,1775891441,04月15日 22:41,iPhone 12,,,,,,#任豪#,要中国帮日本处理核废水的言论被搬到日网让人窒息的操作  ​
Zzzzzealyn,2520593110,04月15日 19:02,微博视频号,,,,,,#座头鲸酷爱午夜飙歌##追踪海洋巨兽#座头鲸或许是海洋里最厉害的歌手之一了。每天午夜降临，世界各地的海洋里都能听到此起彼伏的座头鲸歌声。没人知道他们为什么唱歌，更不知道他们为什么会边唱边提高音量。纪录片#追踪海洋巨兽# 的第一集就抛出的这支世界未解之谜，或许你会找到答案吗？#B站海外纪录片#, L微博纪录片的微博视频 收起全文d
红尘中的山风,2940326760,04月15日 16:33,微博视频号,,,,,@人民视频,#赵立坚请日本政客用核废水做饭洗衣#】 @人民视频 #跟我看外交# #与发言人相约蓝厅#,【L外交部发言人办公室的微博视频 ​
瑞士任,3037143145,04月14日 18:48,微博视频号,,,,,@潘22老师,#日本核废水我们最应该关注什么# #日本官员称喝核废水没事# 日本政府正式决定要把福岛核电站的废水排入太平洋，恐怕大家都听说过了。此事一出，又有一大批人跳出来洗地说“这批废水很安全”、“全世界都在排放废水入海”了…可在@潘22老师 眼里，事情的重点并不在这个科学问题本身，而在排放核废水这个事实。况且日本人说要“科学”地处理福岛核问题也不是一天两天了，办成啥样儿了大家也都看在眼里。说到底，我不懂核废水处理，我还能不懂你日本政府吗？#如妮所说# #潘妮妮#,【日本政府：核废水入海真的很科学！民众：十年前就上过你的当】 L观视频工作室的微博视频 收起全文d
沙漠胡杨HGD,3223463045,04月15日 22:41,微博视频号,,,,,,-,外交部：请日本政客用核废水做饭、洗衣服！ L[中国新闻]中国外交部：日方擅自单方面决定核废水排入海洋 极其自私自利 ​
小李飞刀再出发,1853103647,04月15日 22:41,小米浏览器,,,,,,-,"我分享了【日本排核废水入海后需要囤盐吗？专家回应】, 快来看吧！ | O网页链接 ​"
奥斯lu,5675851273,04月15日 22:41,Android,,,,,,-,4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。（人民日报） 收起全文d
宝贝妮儿妮儿,7320885493,04月14日 07:00,微博视频号,,,,,@IAEA-中文,#日本政府正式决定福岛核废水排海# 日本政府早些时候宣布，正式决定将东京电力公司福岛第一核电站的核废水排放入海。#国际原子能机构# @IAEA-中文 总干事格罗西（Rafael Mariano Grossi）刚刚发表视频声明指出，#核安全# 是国家的责任，如何解决核污水管理这一关键问题正是日本政府的责任。相信日本政府将继续以透明和公开的方式与各方进行互动，以执行相关决定。在日本排放污水前、排放期间及排放后，原子能机构都会继续与日方紧密合作。格罗西日前在会见中国常驻维也纳联合国代表王群时曾表示，愿以公正、客观、科学的方式积极推进机构对此的评估和监督工作。在此过程中，原子能机构愿与各利益攸关方加强沟通。当前，应努力避免此事进一步危害海洋环境、食品安全和人类健康。#日本核废水排入海洋影响有多大#？#如何看待日本福岛核废水排海#, 请大家在评论区留言、让世界听到你的声音！O网页链接国际原子能机构视频 L联合国的微博视频 收起全文d
余干之窗微博,3912707599,04月15日 22:41,nova6SE好看拍出来看,,,,3,,#外交部召见日本驻华大使提出严正交涉#【#外交部召见日本驻华大使提出严正交涉#,】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。（人民日报） 收起全文d
廢話連篇豬仔記錄簿,1310241907,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
rihdy25,5390871365,04月14日 21:40,微博 weibo.com,,,,,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
123456听说数字是机器人,7083647103,04月15日 22:38,Mac客户端,,1,,,,-,补后续 ​
进击的陈醋君今年一定要遴选成功,1635402640,04月15日 14:07,HUAWEI Mate 20,,,,,,-,我是任豪 对于近期我在社交网络的不当发言 我表达最深的歉意我深刻认识到了自己的无知 也切身感受到了身上承担的社会责任感谢社会各界对我的监督批评 我会认真听取 铭记在心今后我会好好学习 努力工作 做一个合格的文艺工作者再次向大家诚恳道歉 我错了！ ​
郎务你,2679745263,04月15日 22:41,腾讯新闻客户端,,,,,@腾讯新闻,#腾讯新闻#, 日本为何一意孤行？将核废水排入大海，从来就不是个科学问题O日本为何一意孤行？将核废水排入大海，从来就不是个科学问题 来自@腾讯新闻 ​
小李飞刀再出发,1853103647,04月15日 22:41,小米浏览器,,,,,,-,"我分享了【外交部部长助理吴江浩就日方作出福岛核废水排海决定提出严正交涉】, 快来看吧！ | O网页链接 ​"
郎务你,2679745263,04月15日 22:40,腾讯新闻客户端,,,,,@腾讯新闻,#腾讯新闻#, 外交部部长助理召见日本驻华大使，就福岛核废水排放提出严正交涉O外交部部长助理召见日本驻华大使，就福岛核废水排放提出严正交涉 来自@腾讯新闻 ​
法治四川,1897723622,04月15日 22:40,依法治省办Android,,1,,5,@人民日报,#外交部召见日本驻华大使提出严正交涉#】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。#法姐播报#,【 @人民日报 收起全文d
云天远行遥望,5024489723,04月15日 22:40,新浪财经Android版,,1,1,3,@新浪财经,-,【外交部部长助理吴江浩就日方作出福岛核废水排海决定提出严正交涉】 2021年4月15日，外交部部长助理吴江浩召见日本驻华大使垂... O外交部部长助理吴江浩就日方作出福岛核废水排海决定提出严正交涉 @新浪财经 ​
环球奇谈,7414019103,04月15日 22:40,军事博主Android,,2,5,2,,#日本核废水我们最应该关注什么#日本要把核废水排入大海，美国出来“撑腰”，其实是为了针对中国#军事新闻#, 日前，日本政府决定将核污水排入大海，这相当拉全世界给日本买单，网民们都震怒了，抗议不断，魔幻的是，拜登在公开场合多次强调要解决环境问题，但在日本宣布这一消息后，美方力挺日本的决定，称日方“显而易见的努力”。很是反常，有分析人士表示，不排除日本是和美国达成了某种交易，所以才获得美方的“撑腰”，对日本来说，这是有代价的。事实上，如何处理核废水一直就是菅义伟的心病，此前他在视察核电站的时候，就询问过“处理水”能否饮用，虽然得到了肯定答案，但是他拒绝尝试，这也正应了日本网友的话“如果核污水安全，那往东京湾排啊”。事实上，近几年常有受到核辐射的海洋生物变异的新闻传出，这也证明放射性的杀伤力，也有人怀疑日本在偷偷排放。现在日本直接扯下遮羞布，要直接排到大海中，日本敢这么做跟美方的强势撑腰有关。而在中美对抗逐渐升温的敏感时刻，拜登势必要强化和盟友的关系，来对抗中国，而美方现在将重心放在印太地区，日本的重要性也可想而知。日方此举必然招致国际社会的围攻，美国则找准时机支持日本。事实上，直接排入大海不是污染性最小的方案，而是最省钱的方案，日方之所以敢这么做，就是料到美国会撑腰。拉拢日本针对中国是肯定的，尤其是拜登准备整合特朗普的“破坏性”成果，体系化、持久化的反华，此前，日本和美国进行了2+2会谈后，双方就发表了号称“对中国最强硬的声明”，甚至还想干涉中国内政，而日方还表示可以对美军进行军事支持，这也表明日本的反华野心，而且核污水自排放之日起很快就会污染中国东南沿海，作为中国的经济中心，危害不小。事实上，美国在环保方面本身就表现的非常虚伪，自己经常往大海中排放核废料，给海洋造成了巨大的损害，早就给全球造成了伤害。而以日本核废水的体量来看，给全球造成长久的危害是肯定的，即便如此，美国也要为了自己的政策，拉拢盟友来针对中国，就可见亚太战略的危险性，为了政治利益，不顾全世界民众的健康，事实上，美方处理疫情的态度就暴露了其不顾民众利益的特点。 收起全文d
陇南日报,3230317920,04月15日 22:40,iPhone客户端,,1,,,,#赵立坚嘲讽美国对核废水身体很诚实#】15日，外交部发言人赵立坚表示，日本一些政客费尽心思，想要证明核废水清白，那就请他们把核废水用来饮用、做饭、洗衣服或者灌溉，请他们保证海产品不会被核废水污染。#赵立坚说别以为得到美国感谢就吃了定心丸#,【美国身体很诚实，一边点赞，一边禁止日本大米、鱼类等产品进口。对美国这种政策，不知日本方面作何解释？（人民日报记者范敬宜）L人民视频的微博视频 收起全文d
3600K纯帅,2018256411,04月15日 21:32,微博 weibo.com,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
来个评论,5923135834,04月15日 22:40,微博视频号,,,1,5,,#赵立坚请日本政客用核废水做饭洗衣# #商务部回应日本处置福岛核废水#,日本拍板排核废水入海，“哈日成风”的台湾民众惊呆了    ​​​​   ​​​​   ​​​​   ​​​​   ​​​​  L来个评论的微博视频 ​
平安江苏,1935167034,04月15日 21:32,微博 weibo.com,,,,1,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
飞飞1934,1817201362,04月14日 21:40,微博 weibo.com,,,,,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
Lu地平安,2755945317,04月15日 15:50,新版微博 weibo.com,,,,,,-,刘慈欣曾将人类的科技树归纳往两个方向：如果 VR 更早成熟，人类就会向着更内向的赛博朋克方向发展。 如果是航天技术先成熟，那人类文明就会朝着星辰大海宇宙争霸的方向发展。现在看来，中本聪才是一切的面壁人，2008 年发明比特币，2021 年地球人已经用不上显卡了，VR 线终结。 ​​​
娱乐圈榜单,7086074425,04月15日 22:40,微博视频号,,,,,,#赵立坚：请日本政客用核废水做饭#4月13日，日本政府举行内阁会议，正式决定向海洋排放核废水#今日热门#, L娱乐圈榜单的微博视频 ​
南話,6045254997,04月15日 22:40,微博视频号,,1,,9,,#赵立坚请日本政客用核废水做饭洗衣# #商务部回应日本处置福岛核废水#,日本拍板排核废水入海，“哈日成风”的台湾民众惊呆了    ​​​​   ​​​​   ​​​​   ​​​​   ​​​​  L南話的微博视频 ​
假若明天来临MS,1619604160,04月15日 22:40,Redmi Note 8 Pro四摄,,,,,,-,日本倒核废水就倒去呗，没啥好担心的，没啥好生气的，人家的污水排放标准比我们高多了，不用担心海水受污染，我这辈子也去不了夏威夷度假游泳，不用担心海鲜受污染，我也许这辈子都吃不到昂贵的日本进口海鲜，还是吃自家产的鲅鱼带鱼吧，近海的！近海有许多工厂排污口，都不是外人的！儿子二十多年前出生后的晚上第一件事，就是买了一袋三鹿奶粉，老百姓最爱，便宜啊。坑我们的原来是自己的同胞！ 收起全文d
各界导报社官微,3804173419,04月15日 22:40,vivo 全新水滴屏手机,,,,1,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
共青团青岛市委,2675070131,04月15日 22:39,iPhone客户端,,1,,2,,#外交部召见日本驻华大使提出严正交涉#外交部召见日本驻华大使，就日方决定排放核废水提出严正交涉：强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。#团聚青春之岛##鲁团分享#, L青春山东的微博视频 ​​​
贵州长安网,5038874347,04月15日 22:39,HUAWEI P20,,2,,4,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
耿逍遥2013,3104507230,04月15日 22:39,iPhone客户端,,,,,,-,日本正式决定百万吨核废水入海，57天可“废掉”半个太平洋：枪响之后，没有赢家O网页链接 ​
唯梦闲人不梦君so,6408924539,04月15日 22:39,iPhone客户端,,,,,,#任豪滚出娱乐圈#,被这种脑残气了一整天了。祖国应该派他去处理核废水，看他死不死就完了。这孙子肯定是个汉奸。 ​
复也说道,7456850826,04月15日 22:39,iPhone客户端,,,1,,,#财经##日本政府正式决定福岛核废水排海#,日本要将核废水排进海里，会导致多大的影响？（上）  喜欢我们的视频，记得点赞、评论、转发，还要关注我们哦~ 2成都 L复也说道的微博视频 ​
古Es麦艾斯,7360827335,04月15日 21:32,微博 weibo.com,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
孤烟暮蝉,2150758415,04月15日 22:39,HUAWEI Mate 40 Pro+,,0,2,7,,#日本核污水如何处理会更好#,朝日新闻独立计算，即使排放核废水，2022年之后，由于雨水和地下水的溢出，福岛核电站的储罐也不够用，还是要增加新储罐。所以按现在的排放方案不解决问题。基于这个结果，日本原子能机构委员也认为现有的排放方案太保守，没有科学意义，可能要调整每日排放上限。。。这个是个重磅，我们的舆论要跟进，收到这个结果，日本原子能机构委员也认为现有的排放方案太保守，没有科学意义，可能要调整（排放更多的意思） 收起全文d
MW心际星河,1922535861,04月15日 22:39,腾讯新闻客户端,,,1,,@腾讯新闻,#腾讯新闻#, 外交部部长助理召见日本驻华大使，就福岛核废水排放提出严正交涉O外交部部长助理召见日本驻华大使，就福岛核废水排放提出严正交涉 来自@腾讯新闻 中国应该向韩国学习——拒绝日本海产品！！！ ​
杨震工作室,2674683581,04月15日 22:39,微博视频号,,,,,,#日本核废水我们最应该关注什么##福岛核废水57天可废掉半个太平洋#,【菲律宾总统发言人：污染环境者必须付出代价】针对日本政府决定以海洋排放方式处置核废水一事，菲律宾总统发言人哈里洛克4月15日说，“污染环境者必须付出代价，全球生态系统是一体的，各国之间也是互相联系的，希望所有国家都能够遵循这些原则。” L小央视频的微博视频 ​ 2安阳 收起全文d
放过自己不沉沦,5515700696,04月15日 22:39,Android,,,,,,#赵立坚请日本政客用核废水做饭洗衣#,让他们必须喝下去 ​
肚子里没墨水啊,7479367940,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
全搞笑也,5917736079,04月15日 22:39,微博视频号,,,,4,,#赵立坚请日本政客用核废水做饭洗衣# #商务部回应日本处置福岛核废水#,日本拍板排核废水入海，“哈日成风”的台湾民众惊呆了    ​​​​   ​​​​   ​​​​   ​​​​   ​​​​  L全搞笑也的微博视频 ​
SK灌水,1868360583,04月15日 16:23,微博视频号,,2,,,,#外交部回应日本催中国实现碳中和#：请以责人之心责己】14日，日本环境大臣呼吁中国提前实现2060年碳中和承诺。赵立坚：建议日方以责人之心责己。反观日本，气候变化《京都议定书》以日本京都冠名，日本却拒绝接受议定书第二承诺期，拒绝为全球减排作出应有贡献。日本作为发达国家，碳达峰时间远早于中国，却在中国之后才宣布碳中和承诺。既然说到排放，#日本不是常把国际责任挂在嘴边吗#,【，现在是以实际行动加以体现的时候了。我劝日方先管好自己的事，尽快回应国际社会严重关切，以负责任的态度处理好福岛核废水问题。（总台央视记者申杨 孔禄渊）L央视新闻的微博视频 收起全文d
xuexuepolly,2092171932,04月13日 23:17,iPhone 11,,,,,,#日本核废水排海后护肤品能放心用吗# 除了对食品安全，健康的担心，海洋污染对日化行业的影响也不容小觑，不少人开始担心：如果污水真的排入深海，原产自日本的原料会不会受到污染？日系化妆品还能用吗？事实上，一旦海洋造成大面积污染，影响到的就不仅仅是日系护肤品，射程还会更大，更广。美妆行业和海洋的关系，或许比我们看到的还要紧密。言言和大家一起持续关注#日本政府正式决定福岛核废水排海，会对护肤品有影响吗？#,日本核废水排放，会对护肤品行业产生影响吗？ 收起全文d
田龙墓雪,3538577051,04月15日 22:08,荣耀Magic2 魔法手机,,,,,,#任豪道歉#,我希望那些明星的粉丝知道：福岛核电站事故和当年前苏联切尔诺贝利核事故是一个等级的，都是七级。前苏联为了防止核外泄，是用了几十万人的性命去填的，连将军都亲自下手去铲核废料。前苏联用几十万人的健康和生命挽救了东欧，中东甚至整个欧洲，但是却被西方媒体抨击了几十年。而日本公然以全人类的健康为代价，向海洋倾倒核废料。西方媒体却集体失声，甚至有人还为其辩护，声称危害不大。环顾人类历史，已经找不到比现在西方发达国家媒体的双标更为无耻的事情了。 收起全文d
学员27149,1910119427,04月15日 21:32,微博 weibo.com,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
三把菜刀,1867857422,04月14日 22:19,搞笑视频超话,,,,,,#春日出道计划#,以我的人格担保，这粪水真的没问题 我叫孙火旺 搞笑视频 L我叫孙火旺的微博视频 ​
點新聞dotdotnews,7310744124,04月15日 22:38,分享按钮,,,,5,,-,外交部召見日本大使　就核廢水排海提嚴正交涉 - 兩岸 - 點新聞 O网页链接 ​
二月里来川上曰,1223695612,04月15日 22:38,iPhone 12,,,,,,-,不喝，证明核废水有害；要想证明核废水无害，就必须喝了它😄《日本内阁官房长官答凤凰问：喝了也不能科学证明核废水安全，所以不喝》_凤凰网O日本内阁官房长官答凤凰问：喝了也不能科学证明核废水安全，所以不喝 ​
