博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
眠眠意,2436225800,04月16日 20:46,iPhone XS Max,,,,1,@创造营2021-伯远,-,“大刀阔斧向前进，心有所向远歌行”@创造营2021-伯远 加油！一起推南墙！ ​
用户6391216595,6391216595,04月16日 21:51,快手极速版,,,,,@快手,#日本 #台湾 ##快手#,台“议员”那就直接请日本把核废水送到台湾  @快手 L中国日报的快手视频 ​
机器猫VV_VV,2296499163,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
喜欢就收藏么么哒,2804873180,04月16日 21:51,前后2000万 OPPO R11,,,,,,#福岛渔业界强烈反对核废水入海#】4月13日，日本政府正式决定排核废水入海。有民调显示，#50%日本国民不同意核废水排放入海#。福岛渔业界强烈反对该决定，称恐将给当地渔业造成沉重打击。据了解，2011年福岛核电站核泄漏严重影响福岛县渔业，2020年福岛县近海捕鱼量不足事故前两成。韩国民众也对此深表担忧↓ #日本政府正式决定福岛核废水排海#,【 L环球资讯的微博视频 收起全文d
不合格苞谷,3140113013,04月16日 20:14,微博视频号,,,,,@这视频,-,【麻生太郎反驳逻辑令人迷惑：那太平洋难道是中国的下水道吗？】此前，日本副首相麻生太郎称“处理过的核废水喝了也没事”。对此，中国外交部发言人赵立坚称“太平洋不是日本的下水道，请他喝了再说”。16日，麻生太郎也做出回应称，“中国说‘太平洋不是日本的下水道’，难道太平洋是中国的下水道吗？太平洋难道不是大家的海洋吗？”此外，麻生太郎还强调，经过处理的核废水中放射性物质氚的含量达到世界卫生组织（WHO）饮用水标准，所以才说“可以喝”。（《环球时报》三缺二视频组）@这视频 L这视频的秒拍视频 收起全文d
逆风乄行,5809353644,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
小米好辣,5343946397,04月16日 21:51,iPhone客户端,,,1,,,#日本##日本副首相称喝处理核废水没事##日本政府正式决定福岛核废水排海##日本政府基本决定将福岛核污水排入大海##日本核污水57天将污染半个太平洋##联合国称日本排污影响将持续超100年#, 这种危害全人类的行为不加以制止就是纵容！！！（ps：废水喝了没事为啥要排出来？你们小日本自己喝不就好了🤷‍♀️nt行为） 收起全文d
戏精侠,1592480042,04月10日 09:07,iPhone 12 Pro Max,,,,,,-,本人声明 最近传播的造谣诋毁我的内容，全部都不属实！发布消息的恶畜已被警方逮捕控制！若再有罔顾事实的传播者或诋毁者，我将维权到底！我本人从始至终都未以卑鄙的小人手段去制造舆论引导舆论，和一坨屎的较量只会让事件发酵的更恶臭，我将全程以法律的武器保护自己。 ​
夏天了Y_,1792364481,04月16日 21:18,微博 weibo.com,,2,,1,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
毕节政法,7214110652,04月16日 21:50,iPhone客户端,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
__十一曝丶,2828324524,04月16日 08:56,iPhone客户端,,,,,@山东外事@中国长安网,-,徐静波到底还是忍不住跳出来为日本洗地了。这次他又杜撰了一个核废水排放浓度的国际标准--每公升1500贝克来证明日本的稀释标准是多么合规。更为恶劣的是，这次他扯上中国的国家标准“GB6249-2011-核动力厂环境辐射防护规定”，说日本这次氚的排放量为100兆贝克/年，比中国重水堆的标准还要低--懂不懂标准是上限值，实际排量要少很多（比如大亚湾核电站的排放值多年来不到国家规定年限值的20%）。为了拿点儿福岛公关费，不惜造假为日本洗地，还影射中国国标定的高，这种货色居然现在跑到青岛去忽悠政府去了，@山东外事 你们看着办吧！ @中国长安网 收起全文d
solo秀粉的吐槽,7576593133,04月16日 20:13,iPhone XS,,,1,,,#姚琛小号道歉#,任豪粉丝怎么还不去喝核废水 ​
醉美头条,5721803519,04月16日 21:50,motorola edge s,,,,,,-,"当地时间4月16日，日本政府召开会议正式开始商讨关于福岛核废水排海的“风评管理”（形象受损）对策。据日本共同社报道，日本政府在当天会议上决定，除新设向相关人员征求意见的工作小组外，还决定在年内制定中长期的行动计划。会议上，日本内阁官房长官加藤胜信表示“为了获得国内外的理解，将努力加快商讨对策”。他还表示，将确保必要的预算来进行""风评管理""。会上日本政府同时也确认相关部门将就此事进行合作，推进对福岛处理水中含有的放射性物质的监测，希望在国内外获得理解。O“核废水排海让形象受损”，日本在想办法了 2北京 收起全文d"
不爱金名,5649450978,04月16日 21:50,哔哩哔哩移动客户端,,,,,,#bilibili#,垃圾国家日本政府正式决定将福岛核废水排放入海 UP主: 央视频 O日本政府正式决定将福岛核废水排放入海 (哔哩哔哩客户端下载 O网页链接) ​
池州反邪教,6311272256,04月16日 19:57,小徽徽的Android,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
新思阅读,5580266337,04月16日 21:49,HUAWEI Mate 20,,1,,1,,#新思头条##新思微评##人民金融#,O​赵立坚问：日本心虚什么据路透社报道，4月12日，一名日本政府高官发邮件要求国际媒体不要使用“受污染”一词来形容核废水。如果确实没有污染，日方心虚什么？ ​
咪思牛,2762972707,04月16日 21:49,HUAWEI Mate 40 Pro,,,1,1,,#日本政府正式决定福岛核废水排海#, 想当年我仇视日本🇯🇵以及所有日本人，同学悄悄告诉我，这是狭隘民族主义blabla，总而言之就是很不高级，可我还是一直觉得，就该早点把日本亡族灭种，能早一天别晚一天，怎么样，危害全球了。 ​
安庆消防,3271855184,04月16日 21:49,Android,,,,,,#联合国称日本排污影响将持续超100年#,【“深感失望”！】15日，联合国发表声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年。 L央视网的微博视频 收起全文d
质量报戴占军,2694684031,04月16日 21:49,图虫摄影师超话,,,,,,#丁香花##春天在哪里##花卉摄影##畅游北京##北京约拍##微摄影##微摄影投稿##美图##驴友##图虫摄影师##中国图库##摄影共享##摄影人##摄影# ​​​#旅行摄影# ​​​#相机camera美图欣赏#,图虫摄影师 白丁香8⃣️——辛丑花事•拍摄于北山小院昨天下泥雨，我们家孩儿说“汽车什么的都跟包了浆似的”。我这棵丁香花，也是如此，白花染成了黑灰色。不过，白的就是白的，本色变不了。譬如日本政客鼓噪：处理后的核废水干净到可以喝。这是硬要把白的说成黑、黑的说成白。日本人不仅侮辱海洋，还要侮辱人的智商。真不愧是“日本鬼子”啊！ ​​​ 收起全文d
Aphew,3533054827,04月16日 20:14,微博视频号,,,,,@这视频,-,【麻生太郎反驳逻辑令人迷惑：那太平洋难道是中国的下水道吗？】此前，日本副首相麻生太郎称“处理过的核废水喝了也没事”。对此，中国外交部发言人赵立坚称“太平洋不是日本的下水道，请他喝了再说”。16日，麻生太郎也做出回应称，“中国说‘太平洋不是日本的下水道’，难道太平洋是中国的下水道吗？太平洋难道不是大家的海洋吗？”此外，麻生太郎还强调，经过处理的核废水中放射性物质氚的含量达到世界卫生组织（WHO）饮用水标准，所以才说“可以喝”。（《环球时报》三缺二视频组）@这视频 L这视频的秒拍视频 收起全文d
wwwdp001龙文章,1720868623,04月16日 18:39,小米10S,,,,,,-,发现一个好玩的现象，日本的人均寿命是83.7岁，连续几年都是世界第一。但日本人并不爱运动，他们的健康理念在于一个字，吃。他们不爱吃调料，喜欢吃原汁原味的清淡食物。在“吃”这一块上克制自己，可能是日本人长寿法宝之一。但跟日本比起来，中国医疗有一个更为强大的武器，足以在未来几十年内超越日本医疗的国际地位，那就是互联网医疗。中国的互联网医疗体系已经很成熟，比如互联网医院、在线问诊、智慧医保、线上买药，去年阿里健康全球新冠肺炎实战共享平台GMCC远程帮助了日本、俄罗斯等多个国家的医务工作者，让世界看到了中国力量，也证明中国的互联网医疗走在了世界前列。就像阿里健康董事长兼CEO朱顺炎在第五届未来医疗100强大会作出表态一样：希望中国人不但能活得久，更要活得健康，活出生命质量，阿里健康要“做照顾你和家人健康的‘行家里手’”。长寿固然好，但诚如朱顺炎所说，中国人的健康理念不止于跟日本人争人均寿命世界第一，更在于生命质量，让生活更有活力。 收起全文d
川台影响四川栏目组,5290717276,04月16日 21:49,微博视频号,,,,,,#核事故为何没让日本弃核#？】日本将百万吨核废水排入大海，4月13日，此决定在国际引轩然大波。作为“战败国”，日曾被禁止核研发。1963年，第一座核电站建成，核电时代拉开序幕。2011年福岛事故使日核电受重创。2015年起，又被重启。日难以放弃核电和其资源有限有关，在价格上核能也最实惠。此外，这背后还涉及电力公司等多方经济利益。#日本核废水排海事件全解读#,【“百万吨核废水排海”之外： （新京报动新闻）L新京报动新闻的微博视频 收起全文d
且听风吟__colorful,3942947445,04月16日 21:48,Redmi K30 Pro 真旗舰,,,,1,,-,看了沈逸老师讲核废水这期，日本人的工匠精神就是个笑话，多核素去除装置那段巨他妈搞笑。2020年开启了魔幻现实主义，什么牛鬼蛇神都出来了。人类命运共同体，所以能力强的人总在给差的人擦屁股。独善其身，做大做强，经不住愚蠢的人哪天变成一颗老鼠屎，坏了一锅粥。 ​
沉默的天阶,1360821454,2019年07月15日 16:16,微博视频号,,,,,,#切尔诺贝利#,《切尔诺贝利》，改编自人类历史上最惨烈的核灾难——1986年4月26日爆发的「切尔诺贝利核泄漏」事件。据估计，事故产生的辐射量相当于400颗原子弹，由此造成了9.3万人死亡，27万人患癌，影响了全球20亿人口，本期视频全集解读 L木鱼水心的微博视频 ​
Cola号,1859121694,04月16日 21:18,微博 weibo.com,,,1,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
manelyiem天天,7382550754,04月16日 09:10,微博视频号,,,,,,-,针锋相对！去年10月份，核专家vs日本前首相顾问，逐条回击排废入海决定谷口智彦（前首相顾问）：经过ALPS处理，核废水中只剩“氚”这种放射性元素。哈佛坎普（核专家）：ALPS系统并没有人们期望的那么有效，比如残留了锶90。谷口智彦：排入大海简单且迅速，蒸馏费时费钱。哈佛坎普：你们就想简单迅速摆脱这个问题，好让大家忘了。排入大海考虑的不是科学，而是经济。谷口智彦：已经造了近1000个核废水储存罐了，没空间造新的了。哈佛坎普：附近还有很多空间，但东电想压缩成本。L微丢的微博视频 收起全文d
江北检察,2972503342,04月16日 21:48,iPhone客户端,,,2,1,,#联合国称日本排污影响将持续超100年#,【“深感失望”！】联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。声明表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年，从而对有关人权的保障构成极大威胁。声明说，日本应该切实履行防止有害物质泄漏并对其行为的风险进行充分评估，以更好地保护而不是损害海洋环境。 L央视网的微博视频 收起全文d
浦东Linxizi,2697479273,04月15日 16:24,微博视频号,,,,1,,#赵立坚嘲讽美国对核废水身体很诚实#】15日，外交部发言人赵立坚表示，日本一些政客费尽心思，想要证明核废水清白，那就请他们把核废水用来饮用、做饭、洗衣服或者灌溉，请他们保证海产品不会被核废水污染。#赵立坚说别以为得到美国感谢就吃了定心丸#,【美国身体很诚实，一边点赞，一边禁止日本大米、鱼类等产品进口。对美国这种政策，不知日本方面作何解释？（人民日报记者范敬宜）L人民视频的微博视频 收起全文d
新空间旅游,7459825505,04月16日 21:47,微博国际版,,,,4,,#联合国称日本排污影响将持续超100年##赵立坚7问日本核废水排海#,日本官房长官为麻生太郎诡辩：核废水不是喝了也安全，只是说比WHO规定的标准要低很多... （小央视频） L广东共青团的微博视频 L新空间旅游的微博视频 ​
营口日报,1152594637,04月16日 16:14,微博视频号,,,,,,#赵立坚问若无污染日方心虚什么#】今天的外交部例行记者会上，发言人#赵立坚7问日本核废水排海决定#,【：日方在没有穷尽安全处置手段的情况下，为何执意选择损害全球海洋环境的危险方式？日方强调排放的是经处理的“净化水”，又何必建造储存罐严密封装？日方称排放参照国际惯例和国际标准，但全世界还没有将核事故产生的污染水排海的先例，哪来的惯例？日方单方面得出的“标准”得到哪个第三方机构客观独立的验证和认可吗？日方摆出一副重视外界关切的姿态，有没有和周边国家及国际环保组织充分协商？为什么迟迟不愿在国际机构框架下成立包括中国专家在内的技术联合工作组，接受国际评估、核查和监督？如确实没有污染，日方心虚什么？赵立坚强调，核废水排海不能成为第一选项，更不能成为唯一选项。日本应对全人类负责，对子孙后代负责，重新审视并收回错误决定。L央视新闻的微博视频（总台央视记者申杨 孔禄渊） 收起全文d
喜欢就收藏么么哒,2804873180,04月16日 21:47,时事评论 · 视频社区,,,,,,#日本政府正式决定排核废水入海#】4月13日上午，日本政府召开相关阁僚会议，正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海。据悉，开始排放前需要大约两年时间开展设备施工。#日本政府要求2年后能开始核废水排海#,【 ​L纵相新闻的微博视频 ​
廊坊市生态环境局安次区分局,7018646271,04月13日 21:40,微博 weibo.com,,,,,,#日本核废水排海事件全解读#：核废水离我们有多远？】据日本共同社报道，当地时间4月13日，日本政府召开相关阁僚会议，正式决定将福岛第一核电站核废水排入大海。尽管当地渔民与周边国家对此表示担忧，但日方表示，经评估，核废水不会对人体健康或环境造成负面影响。核废水里面含有哪些物质？日本政府打算如何排放？排污入海会否对海洋环境及人体健康产生影响？这些问题成为了民众的核心关切。↓#洞见计划#,【 O日本核废水排海事件全解读：核废水离我们有多远？ 收起全文d
战术抬杠,6354499655,04月16日 21:47,前后2000万 OPPO R11,,,,,,#日本政府正式决定福岛核废水排海#,可以考虑轰炸日本吗 ​
飞象and山羊,7443978591,04月16日 21:47,UC浏览器Android,,,,,,-,【虹军事】2020年9月，日本首相菅义伟视察福岛核电站时，没有亲身示范喝稀释后的核废水。但值得一提的是，日本前内阁官员曾喝过一杯核电站反应炉的处理水，当时他端杯子的手剧烈颤抖，面色凝重，显得十分紧张。这名官员目前的健康状况尚不可知。但是，他的个人社交媒体 喝核废水的前日本官员，手腕剧烈颤抖，2014年12月从公众面前消失 O网页链接 收起全文d
廊坊市生态环境局安次区分局,7018646271,04月16日 14:49,微博视频号,,,,,@新华社,#日本强排核废水将使海洋生物失去家园#,   4月13日，日本政府召开内阁会议，正式决定将福岛第一核电站上百万吨核废水排入大海。日本福岛核电站事故核废水处置问题事关国际海洋环境、食品安全和人类健康。如果未被安全处置的核废水排放入海后，海洋生物的家园将遭到破坏，日后，它们将与核废水日夜为伴。  @新华社 L中国环境的微博视频 收起全文d
砀山发布,1980734371,04月16日 21:47,微博视频号,,,,1,,#联合国称日本排污影响将持续超100年#,【“深感失望”！】联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。声明表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年，从而对有关人权的保障构成极大威胁。声明说，日本应该切实履行防止有害物质泄漏并对其行为的风险进行充分评估，以更好地保护而不是损害海洋环境。 L央视网的微博视频 收起全文d
凶猛的大龙仔,5983272767,04月16日 21:46,HUAWEI Mate 40 Pro,,,,1,,-,论日本人喝完核废水的可行性？日本人不是说核废水可以喝吗？那让日本人喝完不就好了。人每天的平均饮水量是2500ml，那么水的质量为2.5kg。日本人口数量约为1亿2477万6364人，那么一天就可以喝311940910kg。日本核废水总量为137万吨=1370000000kg那么1370000000÷311940910≈4.39也就是说用不了5天便可以喝完全部的核废水大家说有没有道理！以上句式，计算可能有误，请大家关注重点谢谢😊 2太原 收起全文d
流浪誓言旅途逆夏,6608666611,04月16日 21:46,欢太浏览器,,,,1,,-,日媒：日本一设施排入太平洋的废水含氚总量为福岛核废水5倍 O日媒：日本一设施排入太平洋的废水含氚总量为福岛核废水5倍 ​
阿拉善左旗政法委,6501434038,04月16日 13:00,微博视频号,,,,,,#日本大叔讲核废水排海危害#】#日本大叔称稀释浓度是欺骗#,【海洋不仅仅是日本单独拥有的，而是都连接在一起。如果核废水污染公海的话，那就是全球的问题；日本政府所说的稀释没有任何意义，排放入海还会在海里稀释，（稀释浓度）是欺骗，和糊弄不懂核辐射的老百姓的说辞而已；“风评被害”是用来形容毫无根据的事情，核废水入海不是“风评被害”，而是“实际危害”。（人民日报国际） L人民网的微博视频 收起全文d
修道者,6405349089,04月16日 21:46,微博视频号,,,,4,,#赵立坚：请日本政客用核废水做饭#日本副首相称核废水能喝！  赵立坚：请他喝了再说#今日热门#, L修道者的微博视频 ​
玩机技巧与MIUI测评,6222804303,04月16日 21:46,微博视频号,,,,,@快手,##快手#,日本副首相曝惊人言论，称 处理核废水喝了也没事 ，网友：你先干一杯  @快手 L封面新闻的快手视频 ​
丆时空,2015724665,04月16日 21:46,iPhone客户端,,,,1,,-,日本想借举办奥运会提振一下经济的计划泡汤了 ，加之日本政府决定向太平洋倾倒核废水引起世界公愤，在世界格局中其目前没有崛起空间。东京奥运会可能是历届最不赚钱的甚至亏得一塌糊涂的一届了，办奥运会耗费巨大的人力物力财力，结果因为疫情延迟一年，又不允许境外观众观看。在广告，门票和旅游消费等都是巨大的利空。 收起全文d
MKriste_,7493763195,04月13日 19:54,微博视频号,,,,,@头条新闻,#核电站是如何处理放射性废水的#4月13日，日本政府正式决定将福岛第一核电站内储存的核废水排放入海，引发热议。虽然核电站的废水经过严格处理后可以排放，但福岛的废水不是正常核电站的废水，一旦排放后果很难预知，它最大风险也许就是现在没法评估它的风险。#赵立坚说日本不能将福岛核废水一倒了之# #对焦Foucus#,【视频解读：全世界那么多核电站，是怎么处理放射性废水？】@头条新闻 L梨视频的微博视频 收起全文d
只是一只咩咩咩咩,7438080445,04月16日 21:45,iPhone客户端,,,,,,-,按照十元新剧的人设，现在看到霓虹政府把核废水直接倒进大海里，估计每天都要哭瞎眼了。新剧剧情虽然俗套但目前看起来还行，就是绫野刚怎么憔悴了那么多，整个人又瘦又柴，眼袋法令纹看上去真的不太行啊。 ​
义勇军--鬼谷子,5370547595,04月16日 21:45,微博 weibo.com,,3,5,3,,-,欧盟在新疆问题上愿意让步了 并重启中欧投资协议的审查 还有 本来我国召开的生物多样性公约大会是要讨论新冠病毒问题 现在好了 会议内容已经变成讨论解决日本核废水问题 ​
W_JY温嘉2恒,5976577210,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
小李飞刀再出发,1853103647,04月16日 21:44,小米浏览器,,,,,,-,"我分享了【若无污染日本心虚什么？赵立坚7问日本核废水排海】, 快来看吧！ | O网页链接 ​"
重壳蜗牛贞,5976591810,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
桃枝奈子-,7505654670,04月16日 20:49,姚琛超话,,3,2,,@,#姚琛捡垃圾做公益#,姚琛  【210416】👉❗ ❗夜间第一弹❗ ❗ 👉打卡目标:600【主页举/报】【有害—其他】1⃣️O网页链接2⃣️O网页链接3️⃣O网页链接【微博举/报】【有害—其他】1⃣️O网页链接2⃣️O网页链接3️⃣O网页链接📍 新粉反黑须知👉O网页链接📍姚琛反黑站招新中👉O网页链接📍反黑群【姚琛的Cookies城堡】👉 姚琛的Cookies城堡📍无审核反黑群 【黑眼圈净化码链小组】👉 黑眼圈净化码链小组‼️反黑注意事项：举/报后请随手转发并@ 三位好友，转发🈲️带模版微博社区管理中心O微博社区管理中心🍀 收起全文d
木旦real,1946107532,2020年05月25日 17:38,新兰超话,,,,,,-,新兰 回顾前几部经典的剧场版，也看到了导演儿玉兼嗣导演的关于名柯定位的访谈“一直都是恋爱推理喜剧”前几部柯南经典剧场版不管推理还是恋爱，大场面，儿玉兼嗣，永远滴神！ ​
甜奶酸疙瘩,5839624586,04月16日 21:43,iPhone客户端,,,,,,-,艾洄也太敢灌了了吧，真当大家都是白痴吗rb官员也别光顾着给自己喝核废水，有个这么牛的水货公司让他们帮你们一起分担，艾回自己内部消化一下吧 ​
铜仁日报,6346468473,04月16日 21:43,iPhone客户端,,,,,,#中国十大进口海鲜来源地没有日本#,【 网友表示还好还好】自日本政府决定将核废水排放太平洋以来，再次引发了人们对日本进口海鲜安全性的担忧，而根据海关总署2019年的数据，我国10大进口海鲜来源地中并没有日本。有不少网友表示，手里的日料还香吗？L数据调查局的微博视频  ​​​
ISNATSU,3504135330,04月16日 21:43,微博国际版,,,8,1,,-,现在对世界唯一的关心就是核废水排海里这回事 自取灭亡的速度不必这么快吧 ​
和县正道,6502428019,04月16日 11:59,小徽徽的Android,,,,,,#日官员回应不喝核废水##日官员称喝了核废水也不能证明安全性#,日本官员回应为何不喝核废水：喝了也不能科学证明核废水就安全！ L安徽反邪教的微博视频 ​
第一球迷胖哥,1263692934,04月16日 21:42,胖哥论坛超话,,,4,,,-,胖哥论坛当地时间4月15日晚，日本首相菅义伟启程前往华盛顿，开始为期4天的访美之旅。他成为自美国现任总统拜登上台以来首位访问美国的外国首脑。当地时间16日，日美首脑将在华盛顿举行会谈。在外媒有关菅义伟访美报道的评论下，有网友表示希望菅义伟带上核废水作为礼物。 ​
张伯喃语,2988061055,04月16日 21:42,华为手机,,,,1,,-,中国10大进口海鲜来源地没有日本自日本政府决定将核废水排放太平洋以来，再次引发了国人对日本进口海鲜安全性的担忧，而根据海关总署2019年的数据，中国10大进口海鲜来源地中并没有日本。有不少网友表示，手里的日料还香吗？ ​
第一球迷胖哥,1263692934,04月16日 21:42,胖哥论坛超话,,,6,3,,-,胖哥论坛日本政府无视国内国际舆论的质疑和反对，正式决定将福岛第一核电站上百万吨核废水经过滤并稀释后排入大海，排放将于约2年后开始。对此，朝中社15日晚发表评论说，这是严重威胁人类健康安全和生态环境的不可容忍的犯罪行为，朝鲜敦促日本立即取消有关决定。评论强调，对与日本隔海相望的朝鲜来说，这是关系到朝鲜人民生命安全的重大问题。 收起全文d
05-D,6298984021,04月16日 14:25,微博 weibo.com,,,,,,-,草，老笑话又要申遗了 ​
江东左军,6401337750,04月16日 21:41,HUAWEI Mate 30 5G,,,,,,#中国完成RCEP核准程序#,小日本这老狗东西，拿着recp做筹码想让中国默认它排放核废水，爱入不入，日狗东西认不清楚自己 ​
杭锦政法2017,6418946237,04月16日 16:00,微博视频号,,,,,,#日本核废水入海对中国有何影响#【#福岛有多少核污水要排入大海#,】东电数据显示，目前福岛核电站内部存储了1061个经过各种处理后的核污水废桶，其中的1020个存放的是去除了除氚以外的放射性核素的污水，27个用于存放铯/锶元素去除后的废水，截至今年3月，用于冷却核反应堆的辐射废水已达到125万吨。这一数字还在以每年五万至八万吨的速度增加。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，十年以后，整个太平洋将会受到全部的污染。核污水中含有的放射性元素，会造成细胞损伤或变形，如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因也有重大的影响。下一代也很可能会畸形，残疾，癌变，夭折，而这种基因损害会持续数千年。核废水入海，谁能独善其身？（究竟视频；CK) L究竟视频的秒拍视频 收起全文d
橘月夜,1730153845,04月16日 20:14,微博视频号,,,2,,@这视频,-,【麻生太郎反驳逻辑令人迷惑：那太平洋难道是中国的下水道吗？】此前，日本副首相麻生太郎称“处理过的核废水喝了也没事”。对此，中国外交部发言人赵立坚称“太平洋不是日本的下水道，请他喝了再说”。16日，麻生太郎也做出回应称，“中国说‘太平洋不是日本的下水道’，难道太平洋是中国的下水道吗？太平洋难道不是大家的海洋吗？”此外，麻生太郎还强调，经过处理的核废水中放射性物质氚的含量达到世界卫生组织（WHO）饮用水标准，所以才说“可以喝”。（《环球时报》三缺二视频组）@这视频 L这视频的秒拍视频 收起全文d
医盟天下,6551071725,04月16日 20:50,钱辉_医学美容超话,,,,,,#全球资讯分享##联合国专家称日核废水影响将超100年#, “上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。 L钱辉_医学美容的微博视频 ​
用户7268675619,7268675619,04月16日 21:41,vivo Y31s 千元5G,,,,7,,#日本政府正式决定福岛核废水排海#, 拒接日本福岛废水排入太平洋，保护环境！！! 2新密市 L用户7268675619的微博视频 ​
海师娱乐official,7579093966,04月16日 21:41,微博 weibo.com,,,,,,#任豪回应#  网友震惊到只能感叹：但凡有点脑子也说不出这话来，做个任，豪吗？       之后，#任豪发言被外网报导#,近日，男团R1SE成员任豪在社交平台谈日本福岛核废水时喊话：“如果我们祖国愿意去帮他一把，全世界人就能明白什么是中国力量和中国制造的能力。”这番“降智”言论随即登上热搜，之后任豪删除微博，但又辩称删除并非本意，面对任豪如此 事到如今可算是想到道歉了。既然想做一名青年偶像想做一名爱豆，这些基本的常识还是要懂的，不是等到了大众官方批评才意识到错，望好自为之。 收起全文d
用户6086382426,6086382426,04月16日 21:41,续航传奇 Redmi 8A,,,,,,-,4/16这是不是美国和日本协商好的，让台湾来处理的福岛核泄漏核废水，让台湾来背锅！难道这就是美国拜登总统派特使协调的内容！这是此行的目的！这是美国支持日本核泄漏排往大海参考的原因？美国用心险恶，破坏一个中国，分裂中国，意图将台湾变为美国的殖民地！ 2深圳·嘉华花园 ​
泸州生态环境,5682374625,04月16日 21:41,微博视频号,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
