博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
杭锦政法2017,6418946237,04月14日 15:29,微博视频号,,,,,,#外交部回应美方支持日本核废水入海#,】13日，外交部发言人赵立坚表示，日本福岛核电站事故核废水处置问题，事关国际海洋环境、食品安全和人类健康。国际权威机构和专家明确指出，福岛核电站含氚废水排入海洋，将对周边国家海洋环境和公众健康造成影响。同时，现有经过处理的废水中仍含有其他放射性核素，需进一步净化处理。“美方向来重视环境问题，希望美方在真正的环境问题上对事不对人，不要让这个重视，被打上引号。”（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
湿热啊你,7269725184,04月14日 21:03,iPhone客户端,,,,,,#哇唧唧哇#龙丹妮连夜打车跑，留下公关团队继续灯火通明！有朝一日wjjw的公关一定会成长为内地所有娱乐公司中最优秀的任豪发言现已经被搬运到日网#脱粉#, ​
红河玻璃心,7453270066,04月14日 22:54,快手,,,,,@快手,#日本 #核污染 #海洋世界 ##快手#,外交部：日本政府决定向海洋排放核废水极其不负责任！ @快手 L红河日报的快手视频 ​
NeneKashiwabara,7370024879,04月14日 07:31,微博 weibo.com,,,,,,#反对一倒了之#！#一图看懂日本核废水排海危害#,【】①福岛核废水处理后仍含放射性核素；②核废水一旦排海，放射性物质将在57天内扩散至太平洋大半区域；③废水中所含碳14数千年内都将有影响……将核事故处理后废水排入海洋，人类从未有此先例！日本此举，极不负责！ ​
夙暝是只小狐狸鸭,6583864647,04月14日 22:54,nova7你在焦点在,,,,,,#任豪#,幸好我不粉没脑子不爱国的爱豆，希望这位保护地球的日本未来首相可以先以身作则去喝核废水 ​
雪糕味冰棍,5254074217,04月14日 22:54,iPhone 11(绿色),,,,1,,#赵立坚说请日本官员先喝核废水#,日本人每天喝点也不难分点给美国也行 ​
Wayne是番茄味儿的,5189928240,04月14日 22:54,iPhone客户端,,,,,,#任豪回应#,赶紧送任豪太郎回国，喝核废水 ​
Akira明良,5014749370,04月14日 22:54,nova7你在焦点在,,3,4,7,,#日本大叔讲核废水排海危害#,可能以后海上真的会有哥斯拉…… ​
阿云小王_,5037887678,04月14日 22:54,环游树洞超话,,,,3,,#赵立坚说太平洋不是日本的下水道#,今天，外交部发言人赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于日本个别官员称这些水喝了也没事，请他喝了再说。 ​ ​​​
开心消消乐此不疲,6004920660,04月14日 18:54,vivo Y70s 5G,,,1,,,-,抱歉，此微博已被作者删除。查看帮助：O网页链接
十二码前毋懦夫,6453044931,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
爱国的胖柴,6192491291,04月14日 18:54,三星S20 5G,,,,,,-,抱歉，此微博已被作者删除。查看帮助：O网页链接
啦lulu啦,5590499268,04月14日 22:54,Android,,,2,6,,-,我看创的团是要完蛋了，在现在都抨击日本核废水的大环境下，出道位还那么多rbr，还是公司立场不明确的rbr，鹅这是生怕自己不惹点麻烦 ​
汀汀的果壳,5688806190,04月14日 22:54,荣耀30S 5G 美由芯生,,,1,,,-,救命啊，为什么有的人的脑子就是摆设呢？我以为有可能纯粹是个二傻子，谁知道是人家正儿八经思考过的答案呢！行，那他就是没脑子，我以为一个就属实罕见，谁知道是他核废水的成双成对呢！！来人啊，救命啊！ ​
善良的番茄529,6418498156,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
森栗沐,5949094341,04月14日 22:54,Redmi K30 Pro 真旗舰,,,,,,#任豪回应#,不会吧不会吧不会还有粉丝洗地吧割割没错那你们怎么不冲到第一线核废水你们自己喝吧 ​
鄂尔多斯晚报官方,2416967903,04月14日 22:54,iPhone客户端,,,,1,,#日本核废水只是氚超标吗#？#稀释后的氚安全了吗#,【？】昨天，日本政府正式决定将福岛核废水排放入海，这一消息在日本国内以及国际社会引发强烈反对。对于核废水的安全性，按日本政府的说法，福岛核废水经过处理后能使包括氚在内的各项放射物数值都达到安全水平，但事实是否真的如此？从四个方面来看都存在疑问：①目前等待排放的核废水，是否只有氚超标？②经过再次处理后，能够保证其他放射性物质不再超标吗？ ③储水罐真的没有地方可以再建了吗？④稀释后的氚就安全了吗？戳视频了解↓ L央视财经的微博视频 收起全文d
乾隆爷的荔浦芋头117_D,1872919861,04月14日 22:54,乾隆爷的腰Android,,,,,,-,每天我爸都要看深圳卫视的海峡两岸，每次看都觉得要打起来。好怕打仗，但是对于小日本倒核废水又恨不得给丫几颗小男孩 ​
世代音魂,2829729672,04月14日 22:54,哔哩哔哩,,,1,,,#哔哩哔哩动画#,【逸语道破】核废水入海危及全球，还有人给日本政府做“文宣”？ O【逸语道破】核废水入海危及全球，还有人给日本政府做“文宣”？ ​
元气小多肉,1772156710,04月14日 22:54,Android,,,,,,#赵立坚说请日本官员先喝核废水#,脑补一下画面还挺符合日本文化的，请喝。 ​
蛋饺终结者,6104139128,04月14日 22:54,HUAWEI P30,,,,,,-,那个人是喝了多少核废水，孝死 ​
杭锦政法2017,6418946237,04月14日 16:29,微博视频号,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#】外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,【并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
长安数码君,1769228100,04月14日 22:54,HUAWEI Mate X2,,5,8,1,,#王志文力挺任豪#，不过被网友骂惨了，之后又删掉了微博    好家伙，吓我一跳，我还以为是那个老戏骨王志文呢，我就想不太可能呀。原来是一个年轻演员，撞名了。    唉，我看他俩挺有主意的，不如去日本喝核废水吧。一个个操碎了心，感情人家那些科学家都是吃干饭的，关键是我觉得日本说过一两年再排放，其实就是有点想道德绑架其他国家的意思，就是想让其他国家到时候帮他们承担后果，你们还专门往人家的套里跳。    一天天的都不看新闻的吗？都不看看外交部发言人都说啥了，#赵立坚说太平洋不是日本的下水道#，都不看看国家的态度是啥，你以为国家想的没有你们俩强吗？     就连韩国#文在寅欲起诉日本核污水入海#,，感情让这些国家都做了坏人，就让他俩做了个救苦救难的活菩萨是吧？ 收起全文d
何源源2号,6097948707,04月14日 16:41,HUAWEI P30,,,,,,#赵立坚说请日本个别官员喝了核废水再说#】针对日本政府正式决定以海洋排放方式处置福岛核电站事故核废水，14日，外交部发言人赵立坚三连问斥责日方：①日方真的听到了国内外的质疑和担忧吗？#311个环保团体向日方表示坚决反对#,【②日方此举真的符合国际法吗？日方决定将开创严重核事故处理后废水向海洋排放的先例。③日方拟排放的核废水真的符合国际标准吗？据东京电力公司统计，核废水中共含有62种放射性核素。赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于你提到的日本个别官员称“这些水喝了也没事”，那请他喝了再说。（人民日报记者李欣怡） 收起全文d
我年纪小我可爱大家都喜欢我,5598635765,04月14日 19:03,HUAWEI nova 3e,,,,,@R1SE-任豪,#任豪这是在干什么# #日本核废水入海对中国有何影响#, “日本「任」已对核废水处理方式「豪」言壮志。建议每月发放八千工资并点播一首《莲》以资鼓励。上帝在夺走你优点的时候怎么没夺走你的脑子呢。这么努力，就派你去日本拯救地球吧。”文案自取，不想再骂。@R1SE-任豪 对于这种任，出于日报全体成员意愿，不予制作封面。建议紧急制作，用罩子盖住日本福岛核废水区域，再制作一个小的盖住任豪的头。 收起全文d
沐沐沐沐沐小辰,3995994532,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
爱吃可乐饼的炸虾,6006643559,04月14日 22:54,荣耀9 美得有声有色,,,,,,#日本政府正式决定福岛核废水排海##日本核污水57天将污染半个太平洋#,时间不会给我们机会再来一次 只有现在掌舵才能改写历史 『QQ音乐』KHold my hand ​
眉开931,6246315951,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
AlterloveCorcarpe,6412628863,04月14日 22:01,微博 weibo.com,,,,,,#王志文力挺任豪#,前营人王志文力挺任豪，还表示是出于好意的话语，之后又删掉了微博 ​
芸豆豆豆豆豆豆子696,6370806184,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
乐予律,7403397741,04月14日 22:54,微博国际版,,,1,1,,#日本核废水入海对中国有何影响#,  😅 ​
超级有耐心的橙子,6017324690,04月14日 22:54,荣耀Play 让快更快,,,,,,#王志文力挺任豪#,不错，去日本喝核废水的煞笔又多了一个 ​
坚果的大姑789,7503827959,04月14日 22:54,OPPO Reno4 Pro 5G,,,,,,#赵立坚说请日本官员先喝核废水#,好提议！ ​
山东中公自考培训,6998304161,04月14日 22:54,微博 weibo.com,,,,,,#核污水入海有多可怕# #日本政府正式决定福岛核废水排海#,发布了头条文章：《核污水被倒进太平洋，作为日本邻国的中国还能不能愉快地吃海鲜？》  O核污水被倒进太平洋，作为日本邻国的中国还能不能愉快地吃海鲜？ ​
香港华星卫视,2763253523,04月14日 22:53,微博视频号,,1,,,,#华星卫视新闻##华星卫视微两会##日本核废水入海对中国有何影响##文在寅欲起诉日本核污水入海# 【#日本大叔讲核废水排海危害#】#日本大叔称稀释浓度是欺骗#,海洋不仅仅是日本单独拥有的，而是都连接在一起。如果核废水污染公海的话，那就是全球的问题；日本政府所说的稀释没有任何意义，排放入海还会在海里稀释，（稀释浓度）是欺骗，和糊弄不懂核辐射的老百姓的说辞而已；“风评被害”是用来形容毫无根据的事情，核废水入海不是“风评被害”，而是“实际危害”。（人民日报国际）L人民网的微博视频 收起全文d
妮莎J,2365924365,04月14日 22:53,iPhone客户端,,,,,,#赵立坚说请日本官员先喝核废水#,对了，喝了再讲话 ​
瓷木木,1919270597,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
张川腻子,2644129393,04月14日 18:45,iPhone客户端,,,,,,#央行工作论文称应全面放开和鼓励生育#,【央行工作论文：要认识到教育和科技进步难以弥补人口的下降 应全面放开和鼓励生育】央行工作论文提出，我国要认清人口形势已经改变，要认识到人口红利当时用得舒服，事后是需要偿还的负债；要认识到人口惯性是跨代际的巨大力量，其反作用力将导致人口反方向变化；要认识到教育和科技进步难以弥补人口的下降。为此，应全面放开和鼓励生育，切实解决妇女在怀孕、生产、入托、入学中的困难，综合施策，久久为功，努力实现 2035 年远景规划和百年奋斗目标。O工作论文 | 关于我国人口转型的认识和应对之策 收起全文d
小李小李晚睡早起1,3182436550,04月14日 22:53,iPhone客户端,,,2,4,,#王志文力挺任豪#,把娱乐圈的智障和脑残粉都打包过去喝核废水吧 一人一口喝干 可能还能顺带治好他们多年的脑血栓 2成都 ​
春日和葡萄树,6322486692,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
柯力RIRIKO,1822129462,04月14日 22:53,HUAWEI P30 Pro,,,4,,,-,新冠来了，核废水要投海了，赶紧该吃吃该喝喝该笑笑该哭哭，做戏没用，攒钱没用，都快死了。 ​
青青筱子,3696200092,04月14日 22:53,iPhone客户端,,,,,,-,"我正在看《125万吨核废水入海，有多大危害？日本凭什么让全世界一起还债！》,很不错，有兴趣的一起看下吧！ O网页链接 ​"
馒头不是包子,1709523035,04月14日 16:24,微博视频号,,,,,,#赵立坚说太平洋不是日本的下水道#,【】今天，外交部发言人赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于日本个别官员称这些水喝了也没事，请他喝了再说。（总台央视记者申杨 张熙 杨毅） L环球资讯的微博视频 ​
湾湾网,5648118904,04月14日 22:53,微博 weibo.com,,1,1,3,,-,发布了头条文章：《21.04.14【寰宇全視界】陸韓抗議福島廢水入海！東奧飄搖核災善後燙手》  O21.04.14【寰宇全視界】陸韓抗議福島廢水入海！東奧飄搖核災善後燙手 ​
晗落洛,2639507817,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
-全幼儿园最最可爱,2736499654,04月14日 22:53,Share微博客户端,,3,9,9,,#任豪回应#,看到这位发得微博，作为环境人必须得说一句，中国为什么要去承担日本的污水处理，而且还是他娘的核废水？谁排污谁负责，你不知道吗？中国没有理由替别人擦屁股，中国力量和中国制造也不用体现在这儿（我这该死的正义感） ​
安青网,1599665510,04月14日 22:53,微博 weibo.com,,,,,,-,【反对一倒了之！一图看懂日本核废水排海危害】O网页链接 ​
zheng421,5225173384,04月14日 18:54,华为畅享10 Plus,,,,,,-,抱歉，此微博已被作者删除。查看帮助：O网页链接
太子的85号御前侍卫,5975442977,04月14日 22:53,痞子王Android,,,,1,@R1SE-任豪,-,当年切尔诺贝利毛子几十万人命去填的@R1SE-任豪 ，你以为这是什么动动你的嘴皮子还是花点钱就能解决的事情吗建议任豪身先士卒赶赴日本福岛喝核废水喝到死，牺牲自己，保护地球 ​
IBRD_IDA,3251563074,04月14日 22:53,微博 HTML5 版,,,,,,-,日本官宣排放核废水的前两天，我特意上油管看了看西方媒体对此举的看法，发现有关报道都是半年、一年前的报道，而且都是草草几句了事。反观切尔诺贝利，苏联即使解体了n年都还是被拉出来反复鞭尸。嗯，这很资本主义 ​
想名字真的是件很困难的事情,7025836622,04月14日 22:53,Android,,,,,,#赵立坚说请日本官员先喝核废水#,美国日本一起干杯🍻几亿人呢喝的完的 ​
木小语o_oV,2557054903,04月14日 22:53,哔哩哔哩移动客户端,,,,,,#bilibili# O赵立坚：请日本官员先喝了核废水再说 别揣着明白装糊涂 (哔哩哔哩客户端下载 O网页链接#日本##日本政府正式决定福岛核废水排海##日本副首相称喝处理核废水没事#,赵立坚：请日本官员先喝了核废水再说 别揣着明白装糊涂 UP主: 央视新闻 建议直接把核废水接入直饮水管道，既然喝了没事那你们日本人喝完不就完事，还用往大海排？ 收起全文d
何珊瑶,1633843891,04月14日 22:53,三星android智能手机,,,9,5,@@,#王志文力挺任豪##任豪回应#,   今日，@ R1SE-任豪 发文谈日本福岛核废水排放问题，引起争议，随后删除该微博，并另发一篇微博。任豪的好兄弟@ 王志文Kane 发文力挺任豪。 2石家庄 ​
李李李李五月,5717293525,04月14日 22:53,微博国际版,,,,,,#日本核废水入海对中国有何影响##核污水入海有多可怕##美国禁止日本食品进入##文在寅欲起诉日本核污水入海##日本大叔讲核废水排海危害##如何看待日本福岛核废水排海#,今天的热搜真的看到让人生气！某些明星讲话带着脑子好伐！道德绑架种花家谁给你的脸没有常识就不要出来蹦哒！这些年娱乐圈的门槛确实也越来越低了，随便跳个舞唱个歌就以为自己多了不起了！最起码九年义务教育得完成吧！又是刷新下限的一天！ 收起全文d
戴表三个07,5795420475,04月14日 22:53,iPhone客户端,,,,,,#日本政府正式决定福岛核废水排海#,关于外交部指责日本政府官员不敢喝“净化”后的水，让我想起了一个前苏联笑话。一日，一个美国人和苏联人在大街上吵吵了起来。美国人忍不住说，你个怂包，我敢骂美国总统。苏联人说，这算什么，我也敢骂美国总统。大体上就是这个意思。 2北京 ​
有太阳有花花草草,1456378265,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
安青网,1599665510,04月14日 22:53,微博 weibo.com,,,,,,-,【拉全世界买单 日本一意孤行排核废水入海】O网页链接 ​
cp是我的命啊,2611513555,04月14日 21:22,嗑CP的狗的iPhone 11,,,,,,-,营人王志文力挺任豪：日本说了好几次要放海里都没放，感觉就是在等待帮助，科学家们解决过很多次危机，这次也好好想想吧，请理性对待那些想办法想变好的人吧 ​
甜水海听风,7524261192,04月14日 20:27,搜狗高速浏览器,,2,,2,,-,PK ​
自愿至上,7030817894,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
徳劮眀僲,7309602736,04月14日 21:27,微博视频号,,,,,,#日本大叔讲核废水排海危害#】13日，数百名日本民众在首相官邸门外抗议，东京居民田中一郎说，海洋不是日本独有，而是全世界连在一起的。#日本大叔称核废水排海稀释是欺骗#,【，是糊弄不懂核辐射的老百姓的说辞。“日本政府以为我们不知道这么简单的道理，要把我们当傻瓜吗？”  人民日报 L人民日报的微博视频 收起全文d
土豆皇后洋芋公主马铃薯格格,5979754930,04月14日 22:53,iPhone客户端,,,5,6,,#王志文力挺任豪#,好了，日本人别排核废水了，任豪大佐和王志文太郎可以组队喝光核废水，一天18公斤很难吗？不止日本的以后全世界的核废水他们俩都可以承包 ​
_東林_,5639699387,04月14日 22:53,Android,,,,,@王志文Kane@R1SE-任豪,#任豪回应#, @王志文Kane @R1SE-任豪 建议把你和任豪的棺材一起运到日本建大盖子，用核废水洗洗🧠吧说不定变异还能聪明点，倭寇得用你俩净化核废水真是屈才 ​
平安平桥,2054385233,04月14日 08:33,微博视频号,,,,,,#多方表态反对日本核废水入海#【研究机构计算结果显示，#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。（环球资讯） L环球资讯的微博视频 收起全文d
河谷1855_599,2032661841,04月14日 16:24,微博视频号,,,,,,#赵立坚说太平洋不是日本的下水道#,【】今天，外交部发言人赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于日本个别官员称这些水喝了也没事，请他喝了再说。（总台央视记者申杨 张熙 杨毅） L环球资讯的微博视频 ​
安青网,1599665510,04月14日 22:53,微博 weibo.com,,,,,,-,【新闻1+1丨日本核废水入海，“核”试吗？合适吗？】O网页链接 ​
财经读书慧,6397403910,04月14日 22:53,荣耀20 PRO,,,,1,,#赵立坚说请日本官员先喝核废水#,硬气！广大中国人民的心声！为啊坚点赞，评论，送小欣欣，哇咔咔，雷霆嘎巴！ ​
爱菲疯女孩,2293341375,04月14日 22:53,金色海洋超话,,,,,,#赵立坚说请日本官员先喝核废水#,日本官员们，一人先喝一缸吧。用核废水治治多年的脑瘫 ​
我脾气真好呀,2320361224,04月14日 18:32,iPhone XR,,,,,,-,下届日本首相选举没任豪我第一个不服气 ​
Anastasia安娜同学,6350508060,04月14日 09:17,iPhone客户端,,,,,,-,抱歉，此微博已被作者删除。查看帮助：O网页链接
秃头的_配音员,6555387461,04月14日 22:53,Android,,,,,,#日本政府正式决定福岛核废水排海#, 这......怎么想的啊?不知道现在生态问题多严重吗？真的是一个正常的国家能想出来的事吗？损人不利己，这么做的好处是什么啊?真是不要脸啊 ​
孑喱oye_,5683794085,04月14日 22:53,HUAWEI P30,,,,,,#日本政府正式决定福岛核废水排海#, ​
沈小新-,6048170130,04月14日 22:53,Android,,,,1,,#日本政府正式决定福岛核废水排海#, 岛国人民一天八杯自己解决很难吗？ ​
港真不逗233,6392103238,04月14日 22:53,HUAWEI P20,,,,,,#日本政府正式决定福岛核废水排海##日本副首相称喝处理核废水没事##福岛核废水57天可废掉半个太平洋#, “日本人不喜欢给别人添麻烦” 是我见过最好笑的笑话核废水排入大海，地球至少要两万年才能降解至人体可承受范围，而在那之前排入海的核废水最多20年就可蔓延全球每一个海域。有些人为什么看不见？日本假疫苗、森永毒奶粉、雪印毒奶粉、三笠毒大米、地沟油、水俣病、核泄漏、RAA、三菱造假、东芝造假、神钢造假、东丽造假、高田造假、西铁城造假、旭化成造假、椿中岛造假、神户牛肉造假、日产造假、丰田造假、铃木造假、小林化工造假，日本食品安全问题每年几千件，世界八大公害环境污染日本独占其四，有些人为何视而不见？为什么切尔诺贝利事故的消防员可以冒着生命个危险把7级污染控制住？而日本没人敢冒死进入核心区域关闭污染源把2级污染硬生生拖到7级还不愿意花钱封存直接排入大海哦也对，昭和的男儿破腹自尽，令和废物只会鞠躬🙇（转发）​ 收起全文d
哥哥那你大不大,3644047440,04月14日 22:53,微博搜索,,,1,2,,#脱粉#,脑残还是不少的 他超话还有人要和他一起保护地球呢快去日本 多喝点核废水 ​
bbbabby,6004078269,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
彭小刀哇哇哇哇,6227074516,04月14日 18:55,iPhone客户端,,,3,4,,-,任豪发言翻车记录：1，希望我们去帮一把日本福岛核废水排泄问题；2，发文回应绯闻事件，一大段青春伤痛文字3，不分场合抖机灵4，让跟车的私生注意安全多读点书吧…… ​
洪崖洞的蘇玖,5714414409,04月14日 22:53,OPPO A8,,,,,,#赵立坚说请日本官员先喝核废水#, 很难不赞同再给你美国爸爸喝几吨吧 ​
请不要再炸我号了谢谢,7411391484,04月14日 16:24,微博视频号,,,,,,#赵立坚说太平洋不是日本的下水道#,【】今天，外交部发言人赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于日本个别官员称这些水喝了也没事，请他喝了再说。（总台央视记者申杨 张熙 杨毅） L环球资讯的微博视频 ​
春物叙齐馆·,7480062329,04月14日 22:53,起司君のAndroid,,,,3,,#任豪回应#,笑死了你呼吁国民有什么用？rh哥哥自己先去处理核废水吧 ​
倚剑纵马走天涯,5760644413,04月14日 16:24,微博视频号,,,,,,#赵立坚说太平洋不是日本的下水道#,【】今天，外交部发言人赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于日本个别官员称这些水喝了也没事，请他喝了再说。（总台央视记者申杨 张熙 杨毅） L环球资讯的微博视频 ​
用户mmj9kpjryf,3565331111,04月14日 22:53,微博 weibo.com,,,,,,#日本核废水入海对中国有何影响#    柳晗#杨幂英伦侦探风大片#,那边也不落后，她请教了很多很多人，最终才开始落笔画画。 ​
天要下雨儿要搅基随它去吧,3097357637,04月14日 22:36,iPhone XS,,1,,,,#肖战晒武汉长江大桥夜景照#,你特么告诉告诉我这特么到底是武汉长江几桥？？！！ 肖战及其营销团队能不能用用脑子？？？真的，武汉不需要你们带着营销，好吗？！气到炸！ ​
用户6230943879,6230943879,04月14日 22:53,iPhone客户端,,,,,,#日本大叔讲核废水排海危害#,有良知大叔 ​
发现周口,6082050102,04月14日 22:53,周口超话,,,,1,@新京报动新闻L新京报动新闻的微博视频,#历史上核污染是如何处理的#【日本政府正式决定核废水排海 专家：此前无核废水排海先例】4月13日，日本政府正式决定福岛核废水排海。有专家表示，历史上的核事故，如三里岛和切尔诺贝利核事故都是大气释放，没有发生过类似福岛产生大量废水的核事故，因此，也没有核废水向海洋排放的先例。此外，目前不存在由国际第三方机构对处理后核废水进行检验再排海的规定，也没有相关的检验程序和标准。#周口热搜#,  @新京报动新闻L新京报动新闻的微博视频 2周口 收起全文d
tongxc__,7165861836,04月14日 22:52,Android,,,,,,#如何看待日本福岛核废水排海#, 福岛核废水的舆论发酵属于科学传播理论的典型case。媒体应该扮演将专家的声音准确并简洁地翻译给大众的角色，而不是独自去判断专业领域技术问题。当然，政府、企业、媒体、意见领袖也都不能取代专家的角色，更不应该轻易采用否定专家的框架。case里最大的问题在于包括国际原子能机构在内的专家不被信任，专家言论声量显著不足；政府和媒体在报道时不依托科学信源，发布操纵舆论的独立观点，更加助长了大众畸形的信息获取。 2日本·东京 收起全文d
可可托海的姑娘,7195101835,04月14日 22:52,nova8 我由我掌镜,,,,,,#日本大叔讲核废水排海危害#,是不是外星人已经入侵地球，和日本合作打算消灭地球 2青岛·青岛大学 ​
还有一块饼,5309322802,04月14日 22:52,微博 weibo.com,,,,,,-,那个，我把核废水从评论也屏蔽了。。谁要给我评论讨论这个基本看不到，最好就不要讨论（。 ​
是一颗喜糖呀,5688505784,04月14日 22:52,OPPO Reno5 5G,,,,,,-,『史无前例！一图看懂日本核废水排海危害』O史无前例！一图看懂日本核废水排海危害 ​
张彗硕,5261567911,04月14日 18:32,荣耀30 5G,,,,,,-,下届日本首相选举没任豪我第一个不服气 ​
取火有道何至于偷,5444424292,04月14日 17:51,iPhone 8 Plus,,1,,,,-,这，这，这是什么意思？ ​
sher都不sher你,1684560765,04月14日 21:40,微博 weibo.com,,,,,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
阿云小王_,5037887678,04月14日 22:52,环游树洞超话,,,,,,#赵立坚说太平洋不是日本的下水道#,今天，外交部发言人赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于日本个别官员称这些水喝了也没事，请他喝了再说。 ​ ​​​
饼酱23333,1697222584,04月14日 22:52,HUAWEI P30,,,,1,,#王志文力挺任豪#,你们两个，一个圣母一个无赖。在这里阴阳怪气装逼卖傻。恶心。真恶心。日本是真的没能力处理吗？明明福岛还有很多地方放桶，他们给的理由是跟当地政府沟通时间太长了。其他处理办法，他们觉得太费钱了。他们是因为抠逼才想倒废水。让大家陪葬的。你以为你能独善其身？你以为核辐射水是什么东西？我真心想说一句，你快点过去喝一杯，走好不送。 收起全文d
茕茕阿烟,2279069360,04月14日 22:52,小蓁蓁的Android,,,,1,,#任豪回应#,这是喝了多少核废水才能有这种想法 ​
慕柩立志当欧皇,6013563872,04月14日 22:52,Android,,,1,6,,#赵立坚说请日本官员先喝核废水#,实践是检验真理的唯一标准，所以这边建议这位日本官员每天干七八杯核废水，先喝它个三个月，三个月后没事就是没事，有事那也是活该 ​
藝Z藝芳,7513863064,04月14日 22:52,HUAWEI Mate 9,,,,,,#任豪回应#,我觉得你仿佛有病，看清楚:是日本在不顾世界安全在往海里排放核废水，如果你不知道什么是核废水就请百度，日本在危害全人类的生命健康，你的发言让我看到了什么是脑残文盲，什么是道德绑架，什么是圣母白莲花。 ​
