博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
一兔我饮酒醉,6885940837,04月13日 22:59,种花家的兔子们超话,,,,,,#福岛核废水57天可废掉半个太平洋#美国明知道日本排放核污水对其自己也会产生不可估算的影响？为何还要支持？一切都是政治利益在其中。这不失为是日本美国合伙搞得一场政治胁迫，逼迫一些国家站队。当然也有经济考量，比如要求大家集资共同邦日本处理核废水#日本核废水入海危害有多大#,？种花家的兔子们 收起全文d
Jolie小坚果,2362823565,04月13日 16:24,微博视频号,,,,,,#外交部回应美方支持日本核废水入海#,【】今天，外交部发言人赵立坚表示，日本福岛核电站事故核废水处置问题，事关国际海洋环境、食品安全和人类健康。国际权威机构和专家明确指出，福岛核电站含氚废水排入海洋，将对周边国家海洋环境和公众健康造成影响。同时，现有经过处理的废水中仍含有其他放射性核素，需进一步净化处理。“美方向来重视环境问题，希望美方在真正的环境问题上对事不对人，不要让这个重视，被打上引号。”（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
你也想去海边吗,5644023684,04月13日 22:59,HUAWEI nova 2 Plus,,,,2,,#福岛核废水57天可废掉半个太平洋#,妈的！日本政府是不是脑子被核污染坏了竟做出这种破事 ​
手机用户3159406497,3159406497,04月13日 22:59,微博 weibo.com,,,,,,#日本核废水排海后海鲜能放心吃吗#    西方对于管理学科的分布很精细，甚至是精确到了每一个行#杨紫黄梓瑕#,业每一个科室的管理，而院长也是如此。 ​
逐光_瑜你心安zyl,3737563631,04月13日 22:59,联想K5Pro 千元影霸,,,,,,#福岛核废水57天可废掉半个太平洋#,我女儿不满6岁，看新闻里说这个，我给她一解释，她都说:这样日本自己不也死了吗是不是傻？ 2德州·庆云县 ​
FM963,1963863007,04月13日 22:59,HUAWEI P30 Pro,,,,,,#地球日报#【美国感谢日本排核废水 我们除了谴责还能做什么？】日本今早决定干这件无比缺德的事，引起中国、韩国等邻居的强烈愤慨，而为何#美国支持日本福岛污水入海决定#？据悉，#日本政府曾提5种方案排污入海成本最低#,。有美国撑腰，日本真想排就排吗？除了谴责之外，我们拿日本没招吗？听听专家怎么说>>O除了谴责之外，我们就拿日本没招吗？ 收起全文d
贵州综合广播,2085931962,04月13日 22:59,Android,,,,,,#日本政府曾提5种方案排污入海成本最低#】截至今年3月，用于冷却核反应堆的放射性核废水已达125万吨，目前储存在核电站的储存罐内。#福岛核废水究竟该如何处理#,【，日本政府其实曾提诸多方案↓其中，“入海”成本最低，预估需约合人民币1亿到2亿元；最贵的办法是将其固态化埋入地底，成本是排放入海的几十倍至上百倍。 L央视新闻的微博视频 收起全文d
光源吾语,7509349945,04月13日 16:33,微博视频号,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#】今天的外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,【并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
游资实录,6359231496,04月13日 22:59,股票超话,,,,1,,#上证快讯# #股市# #股票# #微博看市# #股票推荐# #财经头条文章# #金融干货# #微博股票#,发布了头条文章：《A股重磅：核废水事件炸出17只白马股，潜力巨大不可忽视》  OA股重磅：核废水事件炸出17只白马股，潜力巨大不可忽视 ​
黍晓禾,1952607827,04月13日 22:59,荣耀V10 我AI的快,,,,1,,#福岛核废水57天可废掉半个太平洋#,日本这是：我不好过，谁也别想好过的架势，符合他们的一贯作风。 ​
柳柳要冬眠,7393783370,04月13日 22:59,红米Redmi,,,,,,#福岛核废水57天可废掉半个太平洋#,报应到日本和美国身上 ​
可可西里__1997,5891279117,04月13日 22:59,西太霸主的Android,,1,,2,,-,130万吨核污染废水，你去稀释到猴年马月嘛？还降低到饮用水健康标准以下，那你去喝两口啊，喝完没事走两步啊？现在的慕洋舔狗睁眼说瞎话都不带脑子嘛？ ​
诶嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿,1657270684,04月12日 16:14,iPhone客户端,,,,,,#美国佛州227万吨有毒废水泄露#事件】2021年4月2日，美国佛罗里达州马纳提县的一个含放射性污染物质的污水池（磷酸盐加工厂的蓄水池）发生严重泄漏，污水池建筑随时可能崩塌，美国佛罗里达州州长罗恩·德桑蒂斯（Ron DeSantis）宣布该县进入紧急状态，部分居民已经被迫紧急撤离居住地🏠。周围高速公路也处于禁行状态。目前相关部门正在现场处理情况。对比吉林一号高分02星2021年2月15日和2021年4月8日拍摄的卫星影像，可以看出蓄水池有明显变化，并且污水已经漫延至周围区域。通过对比蓄水池泄漏前后局部放大卫星影像，可以发现在蓄水池泄漏后，水面面积明显减少。现场有多个车辆🚗正在进行事故处理。#卫星目击全球新闻事件##吉林一号卫星#,【卫星目击 收起全文d
古镇珠山发布,5178570128,04月13日 22:59,微博视频号,,1,,4,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
毛公益,1622752942,04月13日 22:59,iPhone客户端,,,,,@毛二王,#日本核废水#，为何不能“一倒了之”？】今天，日本政府正式决定排核废水入海。此举引发日本国内民众的不满和质疑；中国、韩国等周边国家表示反对；各国网民纷纷表示抗议，认为日本政府此举将危害多个国家和地区的民众。#日本核废水入海危害有多大#,郑州群众【《新闻1+1》 | ？关注↓ L央视新闻的微博视频 ​​​现场观察O网页链接 @毛二王 收起全文d
用户7440530833,7440530833,04月13日 22:59,华为畅享9S超广角三摄,,,,,,#日本核废水排海后海鲜能放心吃吗#,狗日本真TM的e恶心人 ​
半岛都市报,1668589317,04月13日 22:59,微博视频号,,1,,2,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。L环球资讯的微博视频 收起全文d
福州新闻网fznews,2553604372,04月13日 22:59,微博视频号,,,,,,#日本政府曾提5种方案排污入海成本最低#】截至今年3月，用于冷却核反应堆的放射性核废水已达125万吨，目前储存在核电站的储存罐内。#福岛核废水究竟该如何处理#,【，日本政府其实曾提诸多方案↓其中，“入海”成本最低，预估需约合人民币1亿到2亿元；最贵的办法是将其固态化埋入地底，成本是排放入海的几十倍至上百倍。（央视新闻）L央视新闻的微博视频 收起全文d
展颜卿,6445174817,04月13日 18:00,微博 weibo.com,,,,,,#日本政府正式决定福岛核废水排海#,【麻生太郎：福岛核废水喝了也没事】——日本财务相：排放的福岛核废水比中韩浓度低，喝了也没事4月13日，日本政府召开相关阁僚会议，正式决定以海洋排放的方式处置福岛核电站事故后产生的核废水，时间定在两年后。此举引发包括中国、韩国在内的多个国家，以及日本渔业界的强烈担忧。然而，日本财务相麻生太郎却称，将排放的核废水中的氚浓度比中韩都低，喝了也没事，试图混淆视听、转移视线。 收起全文d
开59的贝吉塔,5807274296,04月13日 22:59,微博搜索,,,,2,,#福岛核废水57天可废掉半个太平洋#,然后随着季风被吹到内陆变成雨污染土地接着污染食物最后吃到肚子里攻击DNA，就算你不吃海鲜照样中招，日本人说只有氚我是不信的，因为日本人在这方面毫无诚信可言 ​
社畜的言语勿需闻听,7547750742,04月13日 22:59,微博国际版,,,,1,,-,2021/04/13 周二 晴随着前几天，日本放出打算将福岛核电站的核废水排入海洋后，这一话题就成为了我们的焦点。然后今天，日本政府还是官宣坐实了这一决定，尽管他们强调会在两年后开始，将核废水的危害降到最低，但仍然无法排除放射性元素氚的含量，这意味着这次排放将是不折不扣的核打击，是危害全球的灾难。然而呢？迄今为止，有做出反对的政府就只有我国和韩国。一直以来站在环保制高点上评头论足的西方一众媒体全都死了一样安静。我一直以来是倡导世界和平的，可在这种全球性的问题上，各国政府还在保持自己的双标态度和一味的政治化态度，让人十分的气愤。或许，我国接下来得考虑带着中国飞出地球才行了。只有摆脱了这些刁民才能更好地发展。我想世界和平，果然还是要付出代价的。祝这些反智的人类身体健康吧。 收起全文d
进击的棠梨煎雪,5188458580,04月13日 22:59,iPhone客户端,,,4,2,,#日本政府正式决定福岛核废水排海#, 我好焦虑啊就跟疫情一样焦虑 ​
蔡嗯呆,2378228517,04月13日 22:58,HUAWEI Mate 20 Pro,,,1,2,,-,看到这张图我就火大，断子绝孙的日本人！今后日本人患癌率百分百每个人身上几种癌症，新生儿畸形，每天用核废水食用污染过后的海鲜变异成异形！最好俄罗斯和中国投几个原子弹先把他们灭种了！ ​
wei-rd雪樱花晓,3669089424,04月13日 22:58,OPPO超视野全面屏R15,,,,2,,#日本核废水#,DON’T HURT THE  DOLPHINS. ​
呼儿嗨右,1413299570,04月13日 16:26,微博 weibo.com,,,,,,#望美方在真正的环境问题上对事不对人#】今天，#外交部回应美方支持日本核废水入海#,【赵立坚：一事。赵立坚表示，日本福岛核电站事故核废水处置问题，事关国际海洋环境、食品安全和人类健康。国际权威机构和专家明确指出，福岛核电站含氚废水排入海洋，将对周边国家海洋环境和公众健康造成影响。同时，现有经过处理的废水中仍含有其他放射性核素，需进一步净化处理。美方向来重视环境问题，希望美方在真正的环境问题上对事不对人，不要让这个重视，被打上引号。（总台央视记者 申杨 张熙） 收起全文d
余悸-f,5822806102,04月13日 22:58,iPhone客户端,,,,1,,-,已经很久很久没发过微博了，但针对日本要把核废水排到海洋这件事，我真的非常气愤。站在非常客观的角度考虑，我们不会像某些人一样没有最基本的原则，只对人不对事。我们甚至认为这样是非常可耻的一种行为，支持者们更加的无脑。如果真的没有安全问题，那么为什么日本要将那些废水密封起来呢？并且为什么会引起了如此大的争议呢？这些既然都没有办法解释，那还有什么理由去做这样危害世界的事情？难道因为脸皮太厚？地球是我们大家的家园，生态环境需要我们每个人尽力去保护，人和自然是相互给予的，我们不能违背客观规律去做事，所以这样的做法无疑不是一个好做法，真不知道是怎么样的人才会选择支持这样的做法，世界上就是因为有了像这样不分是非，这样自私自利的人才让人觉得无比可悲。不过我还是相信，正义是会永远坚持到底的，而“黑恶势力”是一定不会有好下场的。所以，我由衷的希望这些个比废水还恶心的东西，在遭报应时能想到今天的所作所为，他们令人唾弃的人所作所为。 收起全文d
江山美人亭内不准打歌,5874422739,04月13日 22:23,华为Mate40保时捷设计,,,,,,#v光计划#, 发现脚盆🐔在忽悠，一群无脑奇行种在狂舔，说下背景：福岛出的是7级事故，反应堆堆芯融毁部分烧穿安全壳，所以，那地方就是一滩在那散发高热的核燃料，用一堆水浸泡着在冷却，不要鬼扯什么正常反应堆的冷却水。另，记住东电不靠谱，他有系统做了处理，但是掉链子无数次所以不值得相信。 ​
婉约婉儿胆瘤瘸,7435429943,04月13日 17:22,微博视频号,,,,,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
用户7306063131,7306063131,04月13日 22:58,学习强国客户端,,,,,,-,新华国际时评：排放核废水入海，日方不可一意孤行 O网页链接 ​
蓝桉199510,1950924285,04月13日 19:31,微博 weibo.com,,,,,,#核废水离我们有多远#？】据日本共同社报道，当地时间4月13日，日本政府正式决定将福岛第一核电站核废水排入大海。此决定一出，引发国际舆论哗然。核废水入海有何危害？日本打算怎么排？除了排海，还有其他选择吗？以后海鲜还能吃吗？这些问题成了民众的核心关切。#十问日本核废水排海#,【日本核废水排海事件全解读： O日本核废水排海事件全解读：核废水离我们有多远？ 收起全文d
Jolie小坚果,2362823565,04月13日 18:36,微博视频号,,,,,,#日本核废水到底有什么危害# 】 #跟我看外交##与发言人相约蓝厅#,【 L外交部发言人办公室的微博视频 ​
金堂发布,1822206482,04月13日 22:58,微博视频号,,1,1,5,,#堂堂点歌台# 今日再分享一首歌，晚安💤 #福岛核废水57天可废掉半个太平洋#,L共青团中央的微博视频 ​
米兰兰的北天,2655756995,04月13日 22:58,三星android智能手机,,,,,,#如何看待日本福岛核废水排海#,哔了狗了。日本这贯彻自我麻痹，人面兽心。狗东西！ ​
七色花sss_85453,5058879005,04月13日 22:58,微博 weibo.com,,,,,,#如何看待日本福岛核废水排海#    广告#杨紫黄梓瑕#,只要是能引起人们的注意力就行了。 ​
林深见鹿酱,7333460961,04月13日 22:58,nova6 5G自拍大不一样,,,,,,#日本政府正式决定福岛核废水排海# 🇯🇵 沃日尼玛的，你想死还要拖全球人当垫背#美国支持日本福岛污水入海决定#, 🇺🇸 你个死犊子瘪三也不是个什么好东西 ​
R鲤鱼G鲫鱼与LV,7010783439,04月13日 22:58,iPhone客户端,,,,,,#福岛核废水57天可废掉半个太平洋#,不就是想拿筹码博弈嘛 不愿意出钱出地那就高调宣称后等着国际社会给点援助 哼这丑恶的嘴脸和你跪舔的爹一个损样 天道有轮回 谁又放过谁 亡国倒计时了 ​
第618颗小行星,6579197474,04月13日 22:58,前置双摄vivo X9Plus,,,,,,#福岛核废水57天可废掉半个太平洋#,我的天我还能活多久 ​
呼儿嗨右,1413299570,04月13日 16:26,微博 weibo.com,,,,,,#望美方在真正的环境问题上对事不对人#】今天，#外交部回应美方支持日本核废水入海#,【赵立坚：一事。赵立坚表示，日本福岛核电站事故核废水处置问题，事关国际海洋环境、食品安全和人类健康。国际权威机构和专家明确指出，福岛核电站含氚废水排入海洋，将对周边国家海洋环境和公众健康造成影响。同时，现有经过处理的废水中仍含有其他放射性核素，需进一步净化处理。美方向来重视环境问题，希望美方在真正的环境问题上对事不对人，不要让这个重视，被打上引号。（总台央视记者 申杨 张熙） 收起全文d
精彩看河南,2278678863,04月13日 22:58,iPhone客户端,,,,,@毛二王,#日本核废水#，为何不能“一倒了之”？】今天，日本政府正式决定排核废水入海。此举引发日本国内民众的不满和质疑；中国、韩国等周边国家表示反对；各国网民纷纷表示抗议，认为日本政府此举将危害多个国家和地区的民众。#日本核废水入海危害有多大#,郑州群众【《新闻1+1》 | ？关注↓ L央视新闻的微博视频 ​​​现场观察O网页链接 @毛二王 收起全文d
晨城ovo,5948636225,04月13日 22:39,微博视频号,,,,,,#海霞批美日同流合污祸害别国#：刷低下限！】日本决定将福岛核废水排入太平洋，美国居然表示支持。如此同流合污，真是刷低下限！#网友提议将日本核废水运到美国#储存和处理，毕竟日本称没地方储存，美国又说核废水符合安全标准。运费也不是很贵，这样岂不正好成人之“美”？最后说一句：太平洋不是美日两国间的内海，其他国家不容你俩祸害！#主播说联播#,【 L央视新闻的微博视频 收起全文d
实况神圣,1687367547,04月13日 22:58,HUAWEI Mate30 Pro 5G,,,5,8,,#福岛核废水57天可废掉半个太平洋#我觉得吧，地球暂时只有一个，所以呢，用通俗的话来说，大家如果想身体健康呢，全世界都别破坏环境，起码暂时地球只有一个，就算以后发现新地球或者天球，圆球什么的星球，搬家蛮累的，花销阔能【可能】蛮大的，就是算好不容易搬过去了，结果发现水太烫，太凉，热不起来，冷不下去。。。。。心急半天，水里有毒拉肚子想看病，没有医院，碰见外星医生水土不服，各种不服 语言障碍，想回家，呕吼，下次灰机得十年后有一班。。。。。所以呀，还是好好善待地球吧，否则搬家都不敢想想得多折腾人，流浪地球了该。#自然环境##情感语录#, 2成都 收起全文d
火风交流,3837229435,04月13日 22:58,iPhone客户端,,,,,,-,"【独家参考】>建龙微纳：公司分子筛产品被广泛应用于核废水的处理建龙微纳（688357）在2020年年度报告中透露，公司分子筛产品被广泛应用于核废水的处理，根据国家《电力发展“十三五”规划》，2020年全国核电装机达到5,800万千瓦。随着分子筛对树脂处理技术的补充替代，核废水领域的分子筛需求将逐步释放。目前核废水处理采用的树脂处理技术会产生大量的二次有机放射性固废，公司与吉林大学、中国辐射防护研究所合作研发的核废水放射性元素脱除专用分子筛可以从含有高浓度竞争性阳离子及全域Ph（1-14）溶液中高效去除放射性核元素，具有二次固废量小、耐辐照，易固化处理等特点。公司正推进核废水处理专用分子筛市场产品的研发和市场化工作，目前处于小试阶段，已经有小批量产品开始进行客户验证。>冰轮环境：服务过新疆敦华石油等客户CO2捕集项目冰轮环境（000811）在业绩说明会上表示，公司长期致力于发展冷热节能减排低碳/负碳技术，拥有的工业余热深度回收利用技术、地热能热泵技术、宽温区高效制冷供热耦合集成系统、基于吸收式换热的新型集中供热技术、氢能技术、CO2工质制冷系统、碳捕集技术等，将迎来长远市场机遇。近几年服务过新疆敦华石油、天津联博化工、宁夏德大气体、陕西国华锦界能源、河南心连心深冷能源、长庆油田等客户的二氧化碳捕集/增压提纯/液化项目。联合国给予公司二氧化碳冷凝替代氟利昂技术，保护臭氧层贡献奖。该技术产品在冷链行业，公司每年就为社会减排 100 万吨二氧化碳，相当于种植6000万棵树的减排量。在氢能技术发展初期公司立足于技术储备，在氢燃料电池空压机、氢液化机组、加氢站隔膜压缩机等产品试制应用成功的同时开始液氢泵等前瞻性产品研发。 收起全文d"
不了无人区,5223976447,04月13日 22:58,荣耀20,,,,,,#福岛核废水57天可废掉半个太平洋#,日本政府是真的不做人啊无语 ​
人民日报,2803301701,04月13日 22:58,微博 weibo.com,,2,8,5,,#五问日本核污水排放入海#】4月13日，日本政府正式决定向海洋排放福岛第一核电站核废水。德国海洋科学研究机构指出，日核废水排放57天内污染半个太平洋，#日核废水排放3年后美加将受污染#,【。120万吨核污水从何而来？是否影响人类DNA？会影响哪些地区？戳图了解↓↓ ​
浅绿的窗子,1182984342,04月13日 22:58,哔哩哔哩,,,1,,,#哔哩哔哩动画#,【逸语道破】核废水入海危及全球，还有人给日本政府做“文宣”？ O【逸语道破】核废水入海危及全球，还有人给日本政府做“文宣”？ ​
H走SHOW,6523366381,04月13日 22:58,UC浏览器Android,,,,,,-,"泯灭人性的日本畜生 ～………………………日本副首相:福岛核废水比中韩浓度低,喝了也没事 日本副首相:福岛核废水比中韩浓度低,喝了也没事 O网页链接 ​"
水大度,1881746610,04月13日 16:33,微博视频号,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#】今天的外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,【并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
AAAAAAdachen,6719037180,04月13日 22:58,HUAWEI P30,,,,1,,#如何看待日本福岛核废水排海#,真的，有种东西叫底线。岛国好像真的没有。 2天津 ​
长兔子耳朵的小福橘,1110676707,04月13日 22:58,HUAWEI Mate 20,,,,4,,#赵立坚说日本不能将福岛核废水一倒了之#,太恶心了这个国家，缺德的不得了，和这些人住在地球上都感觉到绝望 ​
青枫墨白,1983776857,04月13日 22:58,肖战顺顺利利,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#,我气炸了！我这辈子还没离开过海货……我的大虾蟹子鱼啊啊啊 ​
SJXKY,2204929083,04月13日 22:58,荣耀X10 5G,,,,,,#福岛核废水57天可废掉半个太平洋#,日本啥时候亡国啊 ​
四川农大动物科技学院,3049510255,04月13日 19:25,微博 weibo.com,,,1,9,,#多方表态反对日本核废水入海#】日本政府正式决定向海洋排放福岛第一核电站核废水。绿色和平组织核专家提醒，日核废水所含碳14在数千年内都存在危险，并可能造成基因损害。核废水处置问题事关国际海洋环境、食品安全和人类健康，各方严重关切↓↓#专家提醒日核废水可能造成基因损害#,【反对一倒了之！ ​
三伤优雅,7045438098,04月13日 22:58,微博国际版,,,1,2,,-,核废水给谏山创洗洗脑 ​
小美女亮哥521,6217645403,04月13日 22:58,学习强国客户端,,,,,,-,新华国际时评：排放核废水入海，日方不可一意孤行 O网页链接 ​
蓝鸢花碎,5474517826,04月13日 22:58,iPad Pro,,,,,,#福岛核废水57天可废掉半个太平洋#,就尼玛离谱！太缺德了吧！ ​
Vector_Prime,1760808002,04月13日 22:58,微博搜索,,,,,,#福岛核废水57天可废掉半个太平洋#,   98版哥斯拉经典 ，，其他的垃圾 ​
古镇珠山发布,5178570128,04月13日 22:58,微博视频号,,,,3,,#赵立坚说日本不能将福岛核废水一倒了之#】今天的外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,【并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
画龙的梅梅,6899169324,04月13日 22:58,iPhone X,,,,,,#福岛核废水57天可废掉半个太平洋#,疯了疯了 ​
杨柳月枝头,7416638141,04月13日 22:58,HUAWEI P40 Pro 5G,,,,,,#福岛核废水57天可废掉半个太平洋#,我不要得癌症，狗日的日本人太坏了，还稀释了没毒？！有种自己喝下去！！ 2上海 ​
